step,beta,energy,rho,event
321,8.04707,5,951.508,fracture_detected
322,8.07211,5,320.587,step
322,8.07211,5,320.587,fracture_detected
323,8.09714,5,356.581,step
323,8.09714,5,356.581,fracture_detected
324,8.12218,5,45.6608,step
324,8.12218,5,45.6608,fracture_detected
325,8.14722,5,335.054,step
325,8.14722,5,335.054,fracture_detected
326,8.17226,5,44.69,step
326,8.17226,5,44.69,fracture_detected
327,8.19729,5,965.198,step
327,8.19729,5,965.198,fracture_detected
328,8.22233,5,14,step
328,8.22233,5,14,fracture_detected
329,8.24737,5,672.799,step
329,8.24737,5,672.799,fracture_detected
330,8.27241,5,16,step
330,8.27241,5,16,fracture_detected
331,8.29744,5,16,step
331,8.29744,5,16,fracture_detected
332,8.32248,5,16,step
332,8.32248,5,16,fracture_detected
333,8.34752,5,349.38,step
333,8.34752,5,349.38,fracture_detected
334,8.37256,5,351.4,step
334,8.37256,5,351.4,fracture_detected
335,8.39759,5,345.074,step
335,8.39759,5,345.074,fracture_detected
336,8.42263,5,44.6933,step
336,8.42263,5,44.6933,fracture_detected
337,8.44767,5,664.102,step
337,8.44767,5,664.102,fracture_detected
338,8.47271,5,1306.91,step
338,8.47271,5,1306.91,fracture_detected
339,8.49774,5,1308.32,step
339,8.49774,5,1308.32,fracture_detected
340,8.52278,5,284.813,step
340,8.52278,5,284.813,fracture_detected
341,8.54782,5,978.502,step
341,8.54782,5,978.502,fracture_detected
342,8.57286,5,357.399,step
342,8.57286,5,357.399,fracture_detected
343,8.59789,5,16,step
343,8.59789,5,16,fracture_detected
344,8.62293,5,1049.19,step
344,8.62293,5,1049.19,fracture_detected
345,8.64797,5,1707.99,step
345,8.64797,5,1707.99,fracture_detected
346,8.67301,5,360.399,step
346,8.67301,5,360.399,fracture_detected
347,8.69805,5,709.799,step
347,8.69805,5,709.799,fracture_detected
348,8.72308,5,331.399,step
348,8.72308,5,331.399,fracture_detected
349,8.74812,5,16,step
349,8.74812,5,16,fracture_detected
350,8.77316,5,16,step
350,8.77316,5,16,fracture_detected
351,8.7982,5,335.399,step
351,8.7982,5,335.399,fracture_detected
352,8.82323,5,1424.58,step
352,8.82323,5,1424.58,fracture_detected
353,8.84827,5,334.387,step
353,8.84827,5,334.387,fracture_detected
354,8.87331,5,364.078,step
354,8.87331,5,364.078,fracture_detected
355,8.89835,5,16.9891,step
355,8.89835,5,16.9891,fracture_detected
356,8.92338,5,44.6952,step
356,8.92338,5,44.6952,fracture_detected
357,8.94842,5,1055.2,step
357,8.94842,5,1055.2,fracture_detected
358,8.97346,5,1089.2,step
358,8.97346,5,1089.2,fracture_detected
359,8.9985,5,376.394,step
359,8.9985,5,376.394,fracture_detected
360,9.02353,5,37.3648,step
360,9.02353,5,37.3648,fracture_detected
361,9.04857,5,288.039,step
361,9.04857,5,288.039,fracture_detected
362,9.07361,5,379.39,step
362,9.07361,5,379.39,fracture_detected
363,9.09865,5,1435.58,step
363,9.09865,5,1435.58,fracture_detected
364,9.12368,5,715.115,step
364,9.12368,5,715.115,fracture_detected
365,9.14872,5,409.084,step
365,9.14872,5,409.084,fracture_detected
366,9.17376,5,16.9959,step
366,9.17376,5,16.9959,fracture_detected
367,9.1988,5,384.4,step
367,9.1988,5,384.4,fracture_detected
368,9.22383,5,718.795,step
368,9.22383,5,718.795,fracture_detected
369,9.24887,5,16,step
369,9.24887,5,16,fracture_detected
370,9.27391,5,756.795,step
370,9.27391,5,756.795,fracture_detected
371,9.29895,5,353.403,step
371,9.29895,5,353.403,fracture_detected
372,9.32398,5,389.407,step
372,9.32398,5,389.407,fracture_detected
373,9.34902,5,391.392,step
373,9.34902,5,391.392,fracture_detected
374,9.37406,5,355.403,step
374,9.37406,5,355.403,fracture_detected
375,9.3991,5,18.0036,step
375,9.3991,5,18.0036,fracture_detected
376,9.42414,5,366.715,step
376,9.42414,5,366.715,fracture_detected
377,9.44917,5,708.114,step
377,9.44917,5,708.114,fracture_detected
378,9.47421,5,389.077,step
378,9.47421,5,389.077,fracture_detected
379,9.49925,5,802.48,step
379,9.49925,5,802.48,fracture_detected
380,9.52429,5,1883.99,step
380,9.52429,5,1883.99,fracture_detected
381,9.54932,5,1919.99,step
381,9.54932,5,1919.99,fracture_detected
382,9.57436,5,2658.79,step
382,9.57436,5,2658.79,fracture_detected
383,9.5994,5,2311.4,step
383,9.5994,5,2311.4,fracture_detected
384,9.62444,5,10.6856,step
384,9.62444,5,10.6856,fracture_detected
385,9.64947,5,726.113,step
385,9.64947,5,726.113,fracture_detected
386,9.67451,5,787.796,step
386,9.67451,5,787.796,fracture_detected
387,9.69955,5,370.402,step
387,9.69955,5,370.402,fracture_detected
388,9.72459,5,16.0049,step
388,9.72459,5,16.0049,fracture_detected
389,9.74962,5,1931,step
389,9.74962,5,1931,fracture_detected
390,9.77466,5,2716.11,step
390,9.77466,5,2716.11,fracture_detected
391,9.7997,5,737.115,step
391,9.7997,5,737.115,fracture_detected
