u,v,color
23,55,1
23,56,2
23,57,0
23,58,0
23,59,2
23,60,2
23,61,2
23,62,1
23,63,2
23,64,1
24,25,2
24,26,2
24,27,1
24,28,0
24,29,2
24,30,2
24,31,0
24,32,1
24,33,1
24,34,0
24,35,1
24,36,0
24,37,1
24,38,0
24,39,2
24,40,1
24,41,0
24,42,1
24,43,2
24,44,0
24,45,1
24,46,2
24,47,1
24,48,1
24,49,2
24,50,1
24,51,0
24,52,0
24,53,2
24,54,0
24,55,0
24,56,1
24,57,0
24,58,0
24,59,0
24,60,2
24,61,2
24,62,0
24,63,2
24,64,2
25,26,2
25,27,0
25,28,2
25,29,1
25,30,0
25,31,0
25,32,0
25,33,0
25,34,2
25,35,2
25,36,0
25,37,2
25,38,1
25,39,0
25,40,1
25,41,1
25,42,2
25,43,1
25,44,2
25,45,0
25,46,2
25,47,1
25,48,1
25,49,2
25,50,0
25,51,2
25,52,0
25,53,0
25,54,2
25,55,1
25,56,1
25,57,0
25,58,1
25,59,2
25,60,1
25,61,0
25,62,2
25,63,0
25,64,1
26,27,2
26,28,1
26,29,1
26,30,2
26,31,2
26,32,2
26,33,2
26,34,0
26,35,0
26,36,0
26,37,1
26,38,0
26,39,0
26,40,2
26,41,2
26,42,1
26,43,1
26,44,2
26,45,1
26,46,2
26,47,1
26,48,1
26,49,1
26,50,0
26,51,2
26,52,1
26,53,2
26,54,0
26,55,1
26,56,2
26,57,0
26,58,1
26,59,2
26,60,2
26,61,2
26,62,0
26,63,1
26,64,2
27,28,0
27,29,1
27,30,0
27,31,2
27,32,2
27,33,0
27,34,2
27,35,0
27,36,1
27,37,1
27,38,1
27,39,2
27,40,0
27,41,1
27,42,2
27,43,0
27,44,0
27,45,2
27,46,0
27,47,2
27,48,0
27,49,1
27,50,2
27,51,1
27,52,2
27,53,1
27,54,2
27,55,1
27,56,0
27,57,0
27,58,1
27,59,1
27,60,2
27,61,2
27,62,2
27,63,2
27,64,1
28,29,1
28,30,0
28,31,1
28,32,0
28,33,0
28,34,1
28,35,2
28,36,2
28,37,2
28,38,2
28,39,2
28,40,1
28,41,0
28,42,2
28,43,1
28,44,2
28,45,2
28,46,0
28,47,2
28,48,2
28,49,0
28,50,0
28,51,0
28,52,2
28,53,2
28,54,2
28,55,2
28,56,0
28,57,1
28,58,0
28,59,0
28,60,1
28,61,1
28,62,1
28,63,1
28,64,0
29,30,1
29,31,0
29,32,2
29,33,2
29,34,1
29,35,1
29,36,0
29,37,0
29,38,0
29,39,1
29,40,2
29,41,0
29,42,0
29,43,2
29,44,0
29,45,0
29,46,1
29,47,1
29,48,1
29,49,1
29,50,0
29,51,2
29,52,2
29,53,2
29,54,2
29,55,0
29,56,2
29,57,0
29,58,1
29,59,2
29,60,0
29,61,1
29,62,0
29,63,2
29,64,1
30,31,1
30,32,2
30,33,0
30,34,2
30,35,0
30,36,1
30,37,0
30,38,0
30,39,2
30,40,0
30,41,2
30,42,0
30,43,2
30,44,2
30,45,2
30,46,0
30,47,2
30,48,2
30,49,1
30,50,2
30,51,1
30,52,1
30,53,2
30,54,1
30,55,1
30,56,0
30,57,0
30,58,1
30,59,1
30,60,0
30,61,0
30,62,1
30,63,1
30,64,2
31,32,0
31,33,2
31,34,0
31,35,1
31,36,0
31,37,1
31,38,0
31,39,2
31,40,1
31,41,1
31,42,1
31,43,1
31,44,1
31,45,1
31,46,1
31,47,1
31,48,2
31,49,1
31,50,0
31,51,0
31,52,2
31,53,1
31,54,2
31,55,0
31,56,0
31,57,0
31,58,0
31,59,2
31,60,0
31,61,1
31,62,1
31,63,2
31,64,1
32,33,1
32,34,0
32,35,0
32,36,0
32,37,2
32,38,0
32,39,0
32,40,1
32,41,0
32,42,1
32,43,1
32,44,0
32,45,1
32,46,1
32,47,2
32,48,2
32,49,2
32,50,2
32,51,1
32,52,1
32,53,1
32,54,2
32,55,0
32,56,0
32,57,2
32,58,1
32,59,2
32,60,2
32,61,0
32,62,0
32,63,2
32,64,1
33,34,0
33,35,1
33,36,2
33,37,1
33,38,0
33,39,1
33,40,1
33,41,2
33,42,2
33,43,2
33,44,2
33,45,0
33,46,2
33,47,0
33,48,1
33,49,2
33,50,2
33,51,0
33,52,1
33,53,0
33,54,2
33,55,0
33,56,1
33,57,2
33,58,2
33,59,1
33,60,2
33,61,0
33,62,1
33,63,2
33,64,0
34,35,1
34,36,1
34,37,0
34,38,2
34,39,1
34,40,0
34,41,1
34,42,0
34,43,1
34,44,0
34,45,0
34,46,2
34,47,1
34,48,0
34,49,0
34,50,0
34,51,2
34,52,1
34,53,1
34,54,1
34,55,2
34,56,0
34,57,0
34,58,1
34,59,1
34,60,2
34,61,0
34,62,2
34,63,1
34,64,2
35,36,1
35,37,1
35,38,1
35,39,0
35,40,0
35,41,2
35,42,0
35,43,1
35,44,0
35,45,2
35,46,1
35,47,0
35,48,0
35,49,2
35,50,1
35,51,2
35,52,0
35,53,2
35,54,0
35,55,1
35,56,0
35,57,2
35,58,1
35,59,1
35,60,0
35,61,2
35,62,0
35,63,0
35,64,2
36,37,0
36,38,1
36,39,2
36,40,2
36,41,2
36,42,2
36,43,1
36,44,1
36,45,1
36,46,2
36,47,0
36,48,0
36,49,0
36,50,0
36,51,1
36,52,2
36,53,0
36,54,0
36,55,0
36,56,1
36,57,2
36,58,2
36,59,0
36,60,1
36,61,1
36,62,1
36,63,0
36,64,2
37,38,0
37,39,0
37,40,2
37,41,0
37,42,1
37,43,0
37,44,1
37,45,0
37,46,0
37,47,0
37,48,2
37,49,2
37,50,0
37,51,1
37,52,1
37,53,1
37,54,1
37,55,2
37,56,2
37,57,1
37,58,2
37,59,0
37,60,1
37,61,0
37,62,1
37,63,2
37,64,2
38,39,2
38,40,0
38,41,1
38,42,1
38,43,0
38,44,2
38,45,0
38,46,0
38,47,2
38,48,0
38,49,1
38,50,2
38,51,1
38,52,1
38,53,1
38,54,2
38,55,1
38,56,2
38,57,2
38,58,2
38,59,2
38,60,0
38,61,0
38,62,2
38,63,0
38,64,0
39,40,0
39,41,2
39,42,0
39,43,2
39,44,1
39,45,1
39,46,1
39,47,2
39,48,2
39,49,0
39,50,0
39,51,1
39,52,0
39,53,0
39,54,0
39,55,1
39,56,0
39,57,2
39,58,2
39,59,0
39,60,2
39,61,0
39,62,1
39,63,2
39,64,2
40,41,0
40,42,1
40,43,1
40,44,0
40,45,1
40,46,2
40,47,1
40,48,1
40,49,1
40,50,2
40,51,1
40,52,1
40,53,0
40,54,1
40,55,1
40,56,2
40,57,0
40,58,2
40,59,0
40,60,2
40,61,2
40,62,1
40,63,1
40,64,2
41,42,1
41,43,0
41,44,1
41,45,0
41,46,1
41,47,1
41,48,2
41,49,1
41,50,1
41,51,0
41,52,0
41,53,1
41,54,1
41,55,2
41,56,2
41,57,0
41,58,2
41,59,2
41,60,1
41,61,0
41,62,2
41,63,0
41,64,0
42,43,1
42,44,2
42,45,0
42,46,0
42,47,2
42,48,1
42,49,2
42,50,1
42,51,2
42,52,1
42,53,0
42,54,0
42,55,2
42,56,2
42,57,0
42,58,1
42,59,0
42,60,2
42,61,1
42,62,2
42,63,0
42,64,0
43,44,2
43,45,0
43,46,0
43,47,0
43,48,2
43,49,0
43,50,0
43,51,1
43,52,0
43,53,0
43,54,1
43,55,0
43,56,0
43,57,0
43,58,1
43,59,2
43,60,2
43,61,2
43,62,0
43,63,1
43,64,1
44,45,2
44,46,0
44,47,0
44,48,1
44,49,0
44,50,2
44,51,2
44,52,0
44,53,0
44,54,2
44,55,0
44,56,1
44,57,1
44,58,0
44,59,2
44,60,2
44,61,2
44,62,1
44,63,0
44,64,1
45,46,1
45,47,1
45,48,0
45,49,0
45,50,2
45,51,1
45,52,2
45,53,2
45,54,1
45,55,1
45,56,1
45,57,1
45,58,2
45,59,0
45,60,1
45,61,1
45,62,0
45,63,2
45,64,2
46,47,0
46,48,2
46,49,2
46,50,1
46,51,0
46,52,1
46,53,1
46,54,0
46,55,0
46,56,2
46,57,2
46,58,2
46,59,2
46,60,2
46,61,1
46,62,1
46,63,1
46,64,0
47,48,1
47,49,2
47,50,0
47,51,1
47,52,1
47,53,0
47,54,0
47,55,2
47,56,2
47,57,2
47,58,1
47,59,2
47,60,2
47,61,2
47,62,1
47,63,0
47,64,2
48,49,2
48,50,0
48,51,0
48,52,2
48,53,1
48,54,0
48,55,2
48,56,2
48,57,1
48,58,2
48,59,1
48,60,2
48,61,1
48,62,0
48,63,2
48,64,0
49,50,0
49,51,0
49,52,1
49,53,2
49,54,0
49,55,0
49,56,1
49,57,1
49,58,2
49,59,2
49,60,1
49,61,0
49,62,2
49,63,1
49,64,2
50,51,2
50,52,1
50,53,1
50,54,0
50,55,2
50,56,1
50,57,2
50,58,0
50,59,2
50,60,0
50,61,2
50,62,0
50,63,2
50,64,1
51,52,0
51,53,1
51,54,1
51,55,0
51,56,1
51,57,0
51,58,1
51,59,1
51,60,0
51,61,0
51,62,1
51,63,0
51,64,0
52,53,2
52,54,0
52,55,2
52,56,1
52,57,2
52,58,2
52,59,2
52,60,0
52,61,1
52,62,2
52,63,2
52,64,1
53,54,1
53,55,2
53,56,1
53,57,2
53,58,0
53,59,1
53,60,0
53,61,1
53,62,1
53,63,2
53,64,1
54,55,2
54,56,0
54,57,1
54,58,0
54,59,1
54,60,1
54,61,1
54,62,2
54,63,2
54,64,2
55,56,0
55,57,1
55,58,0
55,59,1
55,60,2
55,61,1
55,62,2
55,63,0
55,64,0
56,57,0
56,58,0
56,59,1
56,60,0
56,61,1
56,62,2
56,63,0
56,64,0
57,58,0
57,59,1
57,60,2
57,61,2
57,62,0
57,63,1
57,64,2
58,59,1
58,60,0
58,61,0
58,62,2
58,63,2
58,64,2
59,60,0
59,61,0
59,62,1
59,63,1
59,64,1
60,61,2
60,62,2
60,63,1
60,64,0
61,62,0
61,63,1
61,64,2
62,63,2
62,64,0
63,64,0
