step,beta,energy,rho,event
342,8.57286,465.962,22705.5,fracture_detected
343,8.59789,465.962,13460,step
343,8.59789,465.962,13460,fracture_detected
344,8.62293,465.962,5267.43,step
344,8.62293,465.962,5267.43,fracture_detected
345,8.64797,465.962,34724.8,step
345,8.64797,465.962,34724.8,fracture_detected
346,8.67301,465.962,28497.4,step
346,8.67301,465.962,28497.4,fracture_detected
347,8.69805,465.962,12341,step
347,8.69805,465.962,12341,fracture_detected
348,8.72308,465.962,2896.67,step
348,8.72308,465.962,2896.67,fracture_detected
349,8.74812,465.962,4389.46,step
349,8.74812,465.962,4389.46,fracture_detected
350,8.77316,465.962,18257,step
350,8.77316,465.962,18257,fracture_detected
351,8.7982,465.962,3736.24,step
351,8.7982,465.962,3736.24,fracture_detected
352,8.82323,465.962,111.718,step
352,8.82323,465.962,111.718,fracture_detected
353,8.84827,465.962,6750.63,step
353,8.84827,465.962,6750.63,fracture_detected
354,8.87331,465.962,35263.1,step
354,8.87331,465.962,35263.1,fracture_detected
355,8.89835,465.962,2591.05,step
355,8.89835,465.962,2591.05,fracture_detected
356,8.92338,465.962,1197.6,step
356,8.92338,465.962,1197.6,fracture_detected
357,8.94842,465.962,13214.1,step
357,8.94842,465.962,13214.1,fracture_detected
358,8.97346,465.962,16394.5,step
358,8.97346,465.962,16394.5,fracture_detected
359,8.9985,465.962,31095.6,step
359,8.9985,465.962,31095.6,fracture_detected
360,9.02353,465.962,13584.6,step
360,9.02353,465.962,13584.6,fracture_detected
361,9.04857,465.962,8158.52,step
361,9.04857,465.962,8158.52,fracture_detected
362,9.07361,465.962,30143.8,step
362,9.07361,465.962,30143.8,fracture_detected
363,9.09865,465.962,23594.4,step
363,9.09865,465.962,23594.4,fracture_detected
364,9.12368,465.962,70510.4,step
364,9.12368,465.962,70510.4,fracture_detected
365,9.14872,465.962,467.963,step
365,9.14872,465.962,467.963,fracture_detected
366,9.17376,465.962,1674.13,step
366,9.17376,465.962,1674.13,fracture_detected
367,9.1988,465.962,24692.8,step
367,9.1988,465.962,24692.8,fracture_detected
368,9.22383,465.962,16041.3,step
368,9.22383,465.962,16041.3,fracture_detected
369,9.24887,465.962,27740.2,step
369,9.24887,465.962,27740.2,fracture_detected
370,9.27391,465.962,4474.41,step
370,9.27391,465.962,4474.41,fracture_detected
371,9.29895,465.962,20248.1,step
371,9.29895,465.962,20248.1,fracture_detected
372,9.32398,465.962,26200.1,step
372,9.32398,465.962,26200.1,fracture_detected
373,9.34902,465.962,18471.4,step
373,9.34902,465.962,18471.4,fracture_detected
374,9.37406,465.962,10608.3,step
374,9.37406,465.962,10608.3,fracture_detected
375,9.3991,465.962,6469.23,step
375,9.3991,465.962,6469.23,fracture_detected
376,9.42414,465.962,3377.74,step
376,9.42414,465.962,3377.74,fracture_detected
377,9.44917,465.962,6785.87,step
377,9.44917,465.962,6785.87,fracture_detected
378,9.47421,465.962,10185.1,step
378,9.47421,465.962,10185.1,fracture_detected
379,9.49925,465.962,7784.79,step
379,9.49925,465.962,7784.79,fracture_detected
380,9.52429,465.962,18814.9,step
380,9.52429,465.962,18814.9,fracture_detected
381,9.54932,465.962,14340,step
381,9.54932,465.962,14340,fracture_detected
382,9.57436,465.962,33302.7,step
382,9.57436,465.962,33302.7,fracture_detected
383,9.5994,465.962,16355.4,step
383,9.5994,465.962,16355.4,fracture_detected
384,9.62444,465.962,25139.2,step
384,9.62444,465.962,25139.2,fracture_detected
385,9.64947,465.962,12135.4,step
385,9.64947,465.962,12135.4,fracture_detected
386,9.67451,465.962,38257,step
386,9.67451,465.962,38257,fracture_detected
387,9.69955,465.962,1452.55,step
387,9.69955,465.962,1452.55,fracture_detected
388,9.72459,465.962,28054.3,step
388,9.72459,465.962,28054.3,fracture_detected
389,9.74962,465.962,12258.2,step
389,9.74962,465.962,12258.2,fracture_detected
390,9.77466,465.962,9463.85,step
390,9.77466,465.962,9463.85,fracture_detected
391,9.7997,465.962,38587.1,step
391,9.7997,465.962,38587.1,fracture_detected
392,9.82474,465.962,5901.91,step
392,9.82474,465.962,5901.91,fracture_detected
393,9.84977,465.962,1828.51,step
393,9.84977,465.962,1828.51,fracture_detected
394,9.87481,465.962,3685.64,step
394,9.87481,465.962,3685.64,fracture_detected
395,9.89985,465.962,15050.1,step
395,9.89985,465.962,15050.1,fracture_detected
396,9.92489,465.962,24600.6,step
396,9.92489,465.962,24600.6,fracture_detected
397,9.94992,465.962,11181.7,step
397,9.94992,465.962,11181.7,fracture_detected
398,9.97496,465.962,15080.3,step
398,9.97496,465.962,15080.3,fracture_detected
399,10,465.962,19268.3,step
399,10,465.962,19268.3,fracture_detected
