step,beta,energy,rho,event
251,6.29444,4.82048e+09,6.71561e+12,step
251,6.29444,4.82048e+09,6.71561e+12,fracture_detected
252,6.31947,4.82048e+09,1.68159e+12,step
252,6.31947,4.82048e+09,1.68159e+12,fracture_detected
253,6.34451,4.82048e+09,3.97726e+12,step
253,6.34451,4.82048e+09,3.97726e+12,fracture_detected
254,6.36955,4.82048e+09,2.36348e+13,step
254,6.36955,4.82048e+09,2.36348e+13,fracture_detected
255,6.39459,4.82048e+09,9.24516e+12,step
255,6.39459,4.82048e+09,9.24516e+12,fracture_detected
256,6.41962,4.82048e+09,3.14509e+12,step
256,6.41962,4.82048e+09,3.14509e+12,fracture_detected
257,6.44466,4.82048e+09,1.55353e+13,step
257,6.44466,4.82048e+09,1.55353e+13,fracture_detected
258,6.4697,4.82048e+09,2.30786e+13,step
258,6.4697,4.82048e+09,2.30786e+13,fracture_detected
259,6.49474,4.82048e+09,2.13869e+13,step
259,6.49474,4.82048e+09,2.13869e+13,fracture_detected
260,6.51977,4.82048e+09,3.70682e+10,step
260,6.51977,4.82048e+09,3.70682e+10,fracture_detected
261,6.54481,4.82048e+09,1.45393e+13,step
261,6.54481,4.82048e+09,1.45393e+13,fracture_detected
262,6.56985,4.82048e+09,1.89257e+13,step
262,6.56985,4.82048e+09,1.89257e+13,fracture_detected
263,6.59489,4.82048e+09,2.60107e+13,step
263,6.59489,4.82048e+09,2.60107e+13,fracture_detected
264,6.61992,4.82048e+09,2.50055e+13,step
264,6.61992,4.82048e+09,2.50055e+13,fracture_detected
265,6.64496,4.82048e+09,3.04896e+13,step
265,6.64496,4.82048e+09,3.04896e+13,fracture_detected
266,6.67,4.82048e+09,2.09583e+13,step
266,6.67,4.82048e+09,2.09583e+13,fracture_detected
267,6.69504,4.82048e+09,1.42781e+12,step
267,6.69504,4.82048e+09,1.42781e+12,fracture_detected
268,6.72008,4.82048e+09,3.05719e+12,step
268,6.72008,4.82048e+09,3.05719e+12,fracture_detected
269,6.74511,4.82048e+09,7.64137e+12,step
269,6.74511,4.82048e+09,7.64137e+12,fracture_detected
270,6.77015,4.82048e+09,1.11746e+13,step
270,6.77015,4.82048e+09,1.11746e+13,fracture_detected
271,6.79519,4.82048e+09,2.06962e+12,step
271,6.79519,4.82048e+09,2.06962e+12,fracture_detected
272,6.82023,4.82048e+09,2.91749e+13,step
272,6.82023,4.82048e+09,2.91749e+13,fracture_detected
273,6.84526,4.82048e+09,2.56564e+13,step
273,6.84526,4.82048e+09,2.56564e+13,fracture_detected
274,6.8703,4.82048e+09,1.68383e+12,step
274,6.8703,4.82048e+09,1.68383e+12,fracture_detected
275,6.89534,4.82048e+09,4.01803e+12,step
275,6.89534,4.82048e+09,4.01803e+12,fracture_detected
276,6.92038,4.82048e+09,1.77391e+13,step
276,6.92038,4.82048e+09,1.77391e+13,fracture_detected
277,6.94541,4.82048e+09,9.44365e+11,step
277,6.94541,4.82048e+09,9.44365e+11,fracture_detected
278,6.97045,4.82048e+09,2.39132e+13,step
278,6.97045,4.82048e+09,2.39132e+13,fracture_detected
279,6.99549,4.82048e+09,1.24319e+12,step
279,6.99549,4.82048e+09,1.24319e+12,fracture_detected
280,7.02053,4.82048e+09,2.45087e+13,step
280,7.02053,4.82048e+09,2.45087e+13,fracture_detected
281,7.04556,4.82048e+09,2.29617e+13,step
281,7.04556,4.82048e+09,2.29617e+13,fracture_detected
282,7.0706,4.82048e+09,4.23391e+12,step
282,7.0706,4.82048e+09,4.23391e+12,fracture_detected
283,7.09564,4.82048e+09,6.20659e+12,step
283,7.09564,4.82048e+09,6.20659e+12,fracture_detected
284,7.12068,4.82048e+09,9.26809e+12,step
284,7.12068,4.82048e+09,9.26809e+12,fracture_detected
285,7.14571,4.82048e+09,2.0049e+12,step
285,7.14571,4.82048e+09,2.0049e+12,fracture_detected
286,7.17075,4.82048e+09,3.36697e+12,step
286,7.17075,4.82048e+09,3.36697e+12,fracture_detected
287,7.19579,4.82048e+09,3.33365e+12,step
287,7.19579,4.82048e+09,3.33365e+12,fracture_detected
288,7.22083,4.82048e+09,2.03798e+13,step
288,7.22083,4.82048e+09,2.03798e+13,fracture_detected
289,7.24586,4.82048e+09,1.85905e+13,step
289,7.24586,4.82048e+09,1.85905e+13,fracture_detected
290,7.2709,4.82048e+09,1.74368e+13,step
290,7.2709,4.82048e+09,1.74368e+13,fracture_detected
291,7.29594,4.82048e+09,4.52751e+12,step
291,7.29594,4.82048e+09,4.52751e+12,fracture_detected
292,7.32098,4.82048e+09,1.07434e+13,step
292,7.32098,4.82048e+09,1.07434e+13,fracture_detected
293,7.34602,4.82048e+09,2.74269e+12,step
293,7.34602,4.82048e+09,2.74269e+12,fracture_detected
294,7.37105,4.82048e+09,9.76158e+12,step
294,7.37105,4.82048e+09,9.76158e+12,fracture_detected
295,7.39609,4.82048e+09,1.35224e+12,step
295,7.39609,4.82048e+09,1.35224e+12,fracture_detected
296,7.42113,4.82048e+09,1.36483e+12,step
296,7.42113,4.82048e+09,1.36483e+12,fracture_detected
297,7.44617,4.82048e+09,2.65322e+13,step
297,7.44617,4.82048e+09,2.65322e+13,fracture_detected
298,7.4712,4.82048e+09,1.0096e+12,step
298,7.4712,4.82048e+09,1.0096e+12,fracture_detected
299,7.49624,4.82048e+09,2.34387e+13,step
299,7.49624,4.82048e+09,2.34387e+13,fracture_detected
300,7.52128,4.82048e+09,1.45157e+13,step
300,7.52128,4.82048e+09,1.45157e+13,fracture_detected
301,7.54632,4.82048e+09,1.22973e+13,step
301,7.54632,4.82048e+09,1.22973e+13,fracture_detected
302,7.57135,4.82048e+09,2.19728e+13,step
302,7.57135,4.82048e+09,2.19728e+13,fracture_detected
303,7.59639,4.82048e+09,2.73431e+13,step
303,7.59639,4.82048e+09,2.73431e+13,fracture_detected
304,7.62143,4.82048e+09,2.02741e+13,step
304,7.62143,4.82048e+09,2.02741e+13,fracture_detected
305,7.64647,4.82048e+09,2.66901e+13,step
305,7.64647,4.82048e+09,2.66901e+13,fracture_detected
306,7.6715,4.82048e+09,5.10947e+13,step
306,7.6715,4.82048e+09,5.10947e+13,fracture_detected
307,7.69654,4.82048e+09,6.21288e+12,step
307,7.69654,4.82048e+09,6.21288e+12,fracture_detected
308,7.72158,4.82048e+09,4.74533e+12,step
308,7.72158,4.82048e+09,4.74533e+12,fracture_detected
309,7.74662,4.82048e+09,3.80445e+12,step
309,7.74662,4.82048e+09,3.80445e+12,fracture_detected
310,7.77165,4.82048e+09,7.37286e+12,step
310,7.77165,4.82048e+09,7.37286e+12,fracture_detected
311,7.79669,4.82048e+09,1.79712e+13,step
311,7.79669,4.82048e+09,1.79712e+13,fracture_detected
312,7.82173,4.82048e+09,1.13613e+13,step
312,7.82173,4.82048e+09,1.13613e+13,fracture_detected
313,7.84677,4.82048e+09,1.19709e+13,step
313,7.84677,4.82048e+09,1.19709e+13,fracture_detected
314,7.8718,4.82048e+09,2.28446e+13,step
314,7.8718,4.82048e+09,2.28446e+13,fracture_detected
315,7.89684,4.82048e+09,1.43392e+13,step
315,7.89684,4.82048e+09,1.43392e+13,fracture_detected
316,7.92188,4.82048e+09,9.90117e+12,step
316,7.92188,4.82048e+09,9.90117e+12,fracture_detected
317,7.94692,4.82048e+09,1.48663e+13,step
317,7.94692,4.82048e+09,1.48663e+13,fracture_detected
318,7.97195,4.82048e+09,1.41754e+13,step
318,7.97195,4.82048e+09,1.41754e+13,fracture_detected
319,7.99699,4.82048e+09,5.34175e+12,step
319,7.99699,4.82048e+09,5.34175e+12,fracture_detected
320,8.02203,4.82048e+09,2.12686e+13,step
320,8.02203,4.82048e+09,2.12686e+13,fracture_detected
321,8.04707,4.82048e+09,6.46606e+13,step
321,8.04707,4.82048e+09,6.46606e+13,fracture_detected
322,8.07211,4.82048e+09,7.01622e+13,step
322,8.07211,4.82048e+09,7.01622e+13,fracture_detected
323,8.09714,4.82048e+09,2.51976e+11,step
323,8.09714,4.82048e+09,2.51976e+11,fracture_detected
324,8.12218,4.82048e+09,2.24148e+12,step
324,8.12218,4.82048e+09,2.24148e+12,fracture_detected
325,8.14722,4.82048e+09,2.91637e+12,step
325,8.14722,4.82048e+09,2.91637e+12,fracture_detected
326,8.17226,4.82048e+09,1.7611e+13,step
326,8.17226,4.82048e+09,1.7611e+13,fracture_detected
327,8.19729,4.82048e+09,3.12848e+12,step
327,8.19729,4.82048e+09,3.12848e+12,fracture_detected
328,8.22233,4.82048e+09,1.23481e+13,step
328,8.22233,4.82048e+09,1.23481e+13,fracture_detected
329,8.24737,4.82048e+09,5.59877e+12,step
329,8.24737,4.82048e+09,5.59877e+12,fracture_detected
330,8.27241,4.82048e+09,2.79152e+12,step
330,8.27241,4.82048e+09,2.79152e+12,fracture_detected
331,8.29744,4.82048e+09,4.453e+13,step
331,8.29744,4.82048e+09,4.453e+13,fracture_detected
332,8.32248,4.82048e+09,2.43296e+13,step
332,8.32248,4.82048e+09,2.43296e+13,fracture_detected
333,8.34752,4.82048e+09,2.131e+13,step
333,8.34752,4.82048e+09,2.131e+13,fracture_detected
334,8.37256,4.82048e+09,3.87312e+13,step
334,8.37256,4.82048e+09,3.87312e+13,fracture_detected
335,8.39759,4.82048e+09,9.31767e+12,step
335,8.39759,4.82048e+09,9.31767e+12,fracture_detected
336,8.42263,4.82048e+09,6.37495e+12,step
336,8.42263,4.82048e+09,6.37495e+12,fracture_detected
337,8.44767,4.82048e+09,7.7429e+12,step
337,8.44767,4.82048e+09,7.7429e+12,fracture_detected
338,8.47271,4.82048e+09,9.88315e+12,step
338,8.47271,4.82048e+09,9.88315e+12,fracture_detected
339,8.49774,4.82048e+09,3.88911e+12,step
339,8.49774,4.82048e+09,3.88911e+12,fracture_detected
340,8.52278,4.82048e+09,5.75323e+11,step
340,8.52278,4.82048e+09,5.75323e+11,fracture_detected
341,8.54782,4.82048e+09,7.5178e+12,step
341,8.54782,4.82048e+09,7.5178e+12,fracture_detected
342,8.57286,4.82048e+09,1.54188e+13,step
342,8.57286,4.82048e+09,1.54188e+13,fracture_detected
343,8.59789,4.82048e+09,6.89676e+12,step
343,8.59789,4.82048e+09,6.89676e+12,fracture_detected
344,8.62293,4.82048e+09,1.49108e+11,step
344,8.62293,4.82048e+09,1.49108e+11,fracture_detected
345,8.64797,4.82048e+09,1.84428e+13,step
345,8.64797,4.82048e+09,1.84428e+13,fracture_detected
346,8.67301,4.82048e+09,2.32846e+12,step
346,8.67301,4.82048e+09,2.32846e+12,fracture_detected
347,8.69805,4.82048e+09,2.56298e+13,step
347,8.69805,4.82048e+09,2.56298e+13,fracture_detected
348,8.72308,4.82048e+09,5.23847e+13,step
348,8.72308,4.82048e+09,5.23847e+13,fracture_detected
349,8.74812,4.82048e+09,2.52309e+13,step
349,8.74812,4.82048e+09,2.52309e+13,fracture_detected
350,8.77316,4.82048e+09,1.893e+13,step
350,8.77316,4.82048e+09,1.893e+13,fracture_detected
351,8.7982,4.82048e+09,3.69199e+13,step
351,8.7982,4.82048e+09,3.69199e+13,fracture_detected
352,8.82323,4.82048e+09,7.57955e+12,step
352,8.82323,4.82048e+09,7.57955e+12,fracture_detected
353,8.84827,4.82048e+09,2.754e+13,step
353,8.84827,4.82048e+09,2.754e+13,fracture_detected
354,8.87331,4.82048e+09,2.99276e+13,step
354,8.87331,4.82048e+09,2.99276e+13,fracture_detected
355,8.89835,4.82048e+09,2.26797e+13,step
355,8.89835,4.82048e+09,2.26797e+13,fracture_detected
356,8.92338,4.82048e+09,1.51793e+13,step
356,8.92338,4.82048e+09,1.51793e+13,fracture_detected
357,8.94842,4.82048e+09,2.94963e+12,step
357,8.94842,4.82048e+09,2.94963e+12,fracture_detected
358,8.97346,4.82048e+09,1.09532e+13,step
358,8.97346,4.82048e+09,1.09532e+13,fracture_detected
359,8.9985,4.82048e+09,1.4653e+13,step
359,8.9985,4.82048e+09,1.4653e+13,fracture_detected
360,9.02353,4.82048e+09,2.61163e+13,step
360,9.02353,4.82048e+09,2.61163e+13,fracture_detected
361,9.04857,4.82048e+09,5.29948e+12,step
361,9.04857,4.82048e+09,5.29948e+12,fracture_detected
362,9.07361,4.82048e+09,2.70934e+13,step
362,9.07361,4.82048e+09,2.70934e+13,fracture_detected
363,9.09865,4.82048e+09,4.87975e+12,step
363,9.09865,4.82048e+09,4.87975e+12,fracture_detected
364,9.12368,4.82048e+09,2.87201e+11,step
364,9.12368,4.82048e+09,2.87201e+11,fracture_detected
365,9.14872,4.82048e+09,6.84786e+12,step
365,9.14872,4.82048e+09,6.84786e+12,fracture_detected
366,9.17376,4.82048e+09,2.56306e+11,step
366,9.17376,4.82048e+09,2.56306e+11,fracture_detected
367,9.1988,4.82048e+09,2.08942e+13,step
367,9.1988,4.82048e+09,2.08942e+13,fracture_detected
368,9.22383,4.82048e+09,6.32969e+12,step
368,9.22383,4.82048e+09,6.32969e+12,fracture_detected
369,9.24887,4.82048e+09,2.05023e+13,step
369,9.24887,4.82048e+09,2.05023e+13,fracture_detected
370,9.27391,4.82048e+09,1.74597e+13,step
370,9.27391,4.82048e+09,1.74597e+13,fracture_detected
371,9.29895,4.82048e+09,2.32606e+13,step
371,9.29895,4.82048e+09,2.32606e+13,fracture_detected
372,9.32398,4.82048e+09,4.53565e+12,step
372,9.32398,4.82048e+09,4.53565e+12,fracture_detected
373,9.34902,4.82048e+09,3.22249e+12,step
373,9.34902,4.82048e+09,3.22249e+12,fracture_detected
374,9.37406,4.82048e+09,7.64404e+12,step
374,9.37406,4.82048e+09,7.64404e+12,fracture_detected
375,9.3991,4.82048e+09,9.43027e+12,step
375,9.3991,4.82048e+09,9.43027e+12,fracture_detected
376,9.42414,4.82048e+09,1.59554e+13,step
376,9.42414,4.82048e+09,1.59554e+13,fracture_detected
377,9.44917,4.82048e+09,2.04712e+13,step
377,9.44917,4.82048e+09,2.04712e+13,fracture_detected
378,9.47421,4.82048e+09,4.66125e+13,step
378,9.47421,4.82048e+09,4.66125e+13,fracture_detected
379,9.49925,4.82048e+09,2.79472e+13,step
379,9.49925,4.82048e+09,2.79472e+13,fracture_detected
380,9.52429,4.82048e+09,6.68577e+12,step
380,9.52429,4.82048e+09,6.68577e+12,fracture_detected
381,9.54932,4.82048e+09,2.1619e+13,step
381,9.54932,4.82048e+09,2.1619e+13,fracture_detected
382,9.57436,4.82048e+09,1.6711e+11,step
382,9.57436,4.82048e+09,1.6711e+11,fracture_detected
383,9.5994,4.82048e+09,1.28525e+13,step
383,9.5994,4.82048e+09,1.28525e+13,fracture_detected
384,9.62444,4.82048e+09,2.04175e+13,step
384,9.62444,4.82048e+09,2.04175e+13,fracture_detected
385,9.64947,4.82048e+09,1.02868e+12,step
385,9.64947,4.82048e+09,1.02868e+12,fracture_detected
386,9.67451,4.82048e+09,1.28992e+12,step
386,9.67451,4.82048e+09,1.28992e+12,fracture_detected
387,9.69955,4.82048e+09,3.13455e+13,step
387,9.69955,4.82048e+09,3.13455e+13,fracture_detected
388,9.72459,4.82048e+09,2.07045e+13,step
388,9.72459,4.82048e+09,2.07045e+13,fracture_detected
389,9.74962,4.82048e+09,3.89331e+13,step
389,9.74962,4.82048e+09,3.89331e+13,fracture_detected
390,9.77466,4.82048e+09,1.24758e+12,step
390,9.77466,4.82048e+09,1.24758e+12,fracture_detected
391,9.7997,4.82048e+09,4.00687e+13,step
391,9.7997,4.82048e+09,4.00687e+13,fracture_detected
392,9.82474,4.82048e+09,4.97306e+12,step
392,9.82474,4.82048e+09,4.97306e+12,fracture_detected
393,9.84977,4.82048e+09,3.31488e+13,step
393,9.84977,4.82048e+09,3.31488e+13,fracture_detected
394,9.87481,4.82048e+09,4.29345e+13,step
394,9.87481,4.82048e+09,4.29345e+13,fracture_detected
395,9.89985,4.82048e+09,3.93183e+13,step
395,9.89985,4.82048e+09,3.93183e+13,fracture_detected
396,9.92489,4.82048e+09,3.1798e+12,step
396,9.92489,4.82048e+09,3.1798e+12,fracture_detected
397,9.94992,4.82048e+09,3.55516e+13,step
397,9.94992,4.82048e+09,3.55516e+13,fracture_detected
398,9.97496,4.82048e+09,6.25362e+12,step
398,9.97496,4.82048e+09,6.25362e+12,fracture_detected
399,10,4.82048e+09,7.57939e+12,step
399,10,4.82048e+09,7.57939e+12,fracture_detected
