step,beta,energy,rho,type
2900,5.87158,208,3205.25,step
2900,5.87158,208,3205.25,fracture_detected
2901,5.87357,208,17963.5,step
2901,5.87357,208,17963.5,fracture_detected
2902,5.87556,208,20403.7,step
2902,5.87556,208,20403.7,fracture_detected
2903,5.87755,208,255,step
2903,5.87755,208,255,fracture_detected
2904,5.87954,208,70646.9,step
2904,5.87954,208,70646.9,fracture_detected
2905,5.88153,208,32276.7,step
2905,5.88153,208,32276.7,fracture_detected
2906,5.88352,208,97776.1,step
2906,5.88352,208,97776.1,fracture_detected
2907,5.88551,208,82549.9,step
2907,5.88551,208,82549.9,fracture_detected
2908,5.8875,208,68264.7,step
2908,5.8875,208,68264.7,fracture_detected
2909,5.88949,208,14548.2,step
2909,5.88949,208,14548.2,fracture_detected
2910,5.89148,208,44297.7,step
2910,5.89148,208,44297.7,fracture_detected
2911,5.89347,208,11238,step
2911,5.89347,208,11238,fracture_detected
2912,5.89546,208,23444,step
2912,5.89546,208,23444,fracture_detected
2913,5.89745,208,11607,step
2913,5.89745,208,11607,fracture_detected
2914,5.89944,208,18027.5,step
2914,5.89944,208,18027.5,fracture_detected
2915,5.90143,208,6178.49,step
2915,5.90143,208,6178.49,fracture_detected
2916,5.90342,208,32878.7,step
2916,5.90342,208,32878.7,fracture_detected
2917,5.90541,208,47214.9,step
2917,5.90541,208,47214.9,fracture_detected
2918,5.9074,208,2723.25,step
2918,5.9074,208,2723.25,fracture_detected
2919,5.90939,208,26479.2,step
2919,5.90939,208,26479.2,fracture_detected
2920,5.91138,208,26967.2,step
2920,5.91138,208,26967.2,fracture_detected
2921,5.91337,208,53377.5,step
2921,5.91337,208,53377.5,fracture_detected
2922,5.91536,208,41000.5,step
2922,5.91536,208,41000.5,fracture_detected
2923,5.91735,208,56243.7,step
2923,5.91735,208,56243.7,fracture_detected
2924,5.91934,208,15100.2,step
2924,5.91934,208,15100.2,fracture_detected
2925,5.92133,208,3209.25,step
2925,5.92133,208,3209.25,fracture_detected
2926,5.92332,208,68688.7,step
2926,5.92332,208,68688.7,fracture_detected
2927,5.92531,208,41423.4,step
2927,5.92531,208,41423.4,fracture_detected
2928,5.9273,208,44917.7,step
2928,5.9273,208,44917.7,fracture_detected
2929,5.92929,208,86139.1,step
2929,5.92929,208,86139.1,fracture_detected
2930,5.93128,208,104190,step
2930,5.93128,208,104190,fracture_detected
2931,5.93327,208,23237.4,step
2931,5.93327,208,23237.4,fracture_detected
2932,5.93526,208,12187.3,step
2932,5.93526,208,12187.3,fracture_detected
2933,5.93725,208,41504.4,step
2933,5.93725,208,41504.4,fracture_detected
2934,5.93924,208,30089.5,step
2934,5.93924,208,30089.5,fracture_detected
2935,5.94123,208,47506.9,step
2935,5.94123,208,47506.9,fracture_detected
2936,5.94322,208,11704,step
2936,5.94322,208,11704,fracture_detected
2937,5.94521,208,45045.7,step
2937,5.94521,208,45045.7,fracture_detected
2938,5.9472,208,32618.7,step
2938,5.9472,208,32618.7,fracture_detected
2939,5.94919,208,39101.2,step
2939,5.94919,208,39101.2,fracture_detected
2940,5.95119,208,27166.2,step
2940,5.95119,208,27166.2,fracture_detected
2941,5.95318,208,27006.5,step
2941,5.95318,208,27006.5,fracture_detected
2942,5.95517,208,8374.46,step
2942,5.95517,208,8374.46,fracture_detected
2943,5.95716,208,18210.5,step
2943,5.95716,208,18210.5,fracture_detected
2944,5.95915,208,47650.9,step
2944,5.95915,208,47650.9,fracture_detected
2945,5.96114,208,27198.2,step
2945,5.96114,208,27198.2,fracture_detected
2946,5.96313,208,3244.96,step
2946,5.96313,208,3244.96,fracture_detected
2947,5.96512,208,3249.54,step
2947,5.96512,208,3249.54,fracture_detected
2948,5.96711,208,17737.5,step
2948,5.96711,208,17737.5,fracture_detected
2949,5.9691,208,56739.7,step
2949,5.9691,208,56739.7,fracture_detected
2950,5.97109,208,108236,step
2950,5.97109,208,108236,fracture_detected
2951,5.97308,208,92775.6,step
2951,5.97308,208,92775.6,fracture_detected
2952,5.97507,208,39261.2,step
2952,5.97507,208,39261.2,fracture_detected
2953,5.97706,208,9254.74,step
2953,5.97706,208,9254.74,fracture_detected
2954,5.97905,208,36299,step
2954,5.97905,208,36299,fracture_detected
2955,5.98104,208,95909.1,step
2955,5.98104,208,95909.1,fracture_detected
2956,5.98303,208,87409.1,step
2956,5.98303,208,87409.1,fracture_detected
2957,5.98502,208,5756.23,step
2957,5.98502,208,5756.23,fracture_detected
2958,5.98701,208,11778,step
2958,5.98701,208,11778,fracture_detected
2959,5.989,208,2758.25,step
2959,5.989,208,2758.25,fracture_detected
2960,5.99099,208,29852.5,step
2960,5.99099,208,29852.5,fracture_detected
2961,5.99298,208,17827.5,step
2961,5.99298,208,17827.5,fracture_detected
2962,5.99497,208,48429.9,step
2962,5.99497,208,48429.9,fracture_detected
2963,5.99696,208,32895.7,step
2963,5.99696,208,32895.7,fracture_detected
2964,5.99895,208,63538.2,step
2964,5.99895,208,63538.2,fracture_detected
2965,6.00094,208,23862,step
2965,6.00094,208,23862,fracture_detected
2966,6.00293,208,2765.49,step
2966,6.00293,208,2765.49,fracture_detected
2967,6.00492,208,6286.73,step
2967,6.00492,208,6286.73,fracture_detected
2968,6.00691,208,5783.5,step
2968,6.00691,208,5783.5,fracture_detected
2969,6.0089,208,15347.2,step
2969,6.0089,208,15347.2,fracture_detected
2970,6.01089,208,96391.9,step
2970,6.01089,208,96391.9,fracture_detected
2971,6.01288,208,33457.7,step
2971,6.01288,208,33457.7,fracture_detected
2972,6.01487,208,54635.4,step
2972,6.01487,208,54635.4,fracture_detected
2973,6.01686,208,17886.5,step
2973,6.01686,208,17886.5,fracture_detected
2974,6.01885,208,33513.7,step
2974,6.01885,208,33513.7,fracture_detected
2975,6.02084,208,5792.49,step
2975,6.02084,208,5792.49,fracture_detected
2976,6.02283,208,54216.4,step
2976,6.02283,208,54216.4,fracture_detected
2977,6.02482,208,9319.74,step
2977,6.02482,208,9319.74,fracture_detected
2978,6.02681,208,2787.24,step
2978,6.02681,208,2787.24,fracture_detected
2979,6.0288,208,42169.4,step
2979,6.0288,208,42169.4,fracture_detected
2980,6.03079,208,9316.74,step
2980,6.03079,208,9316.74,fracture_detected
2981,6.03278,208,79041.4,step
2981,6.03278,208,79041.4,fracture_detected
2982,6.03477,208,36132,step
2982,6.03477,208,36132,fracture_detected
2983,6.03676,208,9342.74,step
2983,6.03676,208,9342.74,fracture_detected
2984,6.03875,208,15417.2,step
2984,6.03875,208,15417.2,fracture_detected
2985,6.04074,208,5819.49,step
2985,6.04074,208,5819.49,fracture_detected
2986,6.04273,208,14932.2,step
2986,6.04273,208,14932.2,fracture_detected
2987,6.04472,208,27579.2,step
2987,6.04472,208,27579.2,fracture_detected
2988,6.04671,208,42788.4,step
2988,6.04671,208,42788.4,fracture_detected
2989,6.0487,208,69635.7,step
2989,6.0487,208,69635.7,fracture_detected
2990,6.0507,208,9364.74,step
2990,6.0507,208,9364.74,fracture_detected
2991,6.05269,208,48906.9,step
2991,6.05269,208,48906.9,fracture_detected
2992,6.05468,208,112300,step
2992,6.05468,208,112300,fracture_detected
2993,6.05667,208,51961.2,step
2993,6.05667,208,51961.2,fracture_detected
2994,6.05866,208,33729.7,step
2994,6.05866,208,33729.7,fracture_detected
2995,6.06065,208,3139.53,step
2995,6.06065,208,3139.53,fracture_detected
2996,6.06264,208,45092.4,step
2996,6.06264,208,45092.4,fracture_detected
2997,6.06463,208,64230.2,step
2997,6.06463,208,64230.2,fracture_detected
2998,6.06662,208,45464.7,step
2998,6.06662,208,45464.7,fracture_detected
2999,6.06861,208,3292.08,step
2999,6.06861,208,3292.08,fracture_detected
3000,6.0706,208,55150.6,step
3000,6.0706,208,55150.6,fracture_detected
3001,6.07259,208,18044.5,step
3001,6.07259,208,18044.5,fracture_detected
3002,6.07458,208,6361.49,step
3002,6.07458,208,6361.49,fracture_detected
3003,6.07657,208,2794.25,step
3003,6.07657,208,2794.25,fracture_detected
3004,6.07856,208,5850.49,step
3004,6.07856,208,5850.49,fracture_detected
3005,6.08055,208,11965,step
3005,6.08055,208,11965,fracture_detected
3006,6.08254,208,24198,step
3006,6.08254,208,24198,fracture_detected
3007,6.08453,208,18587.5,step
3007,6.08453,208,18587.5,fracture_detected
3008,6.08652,208,57856.7,step
3008,6.08652,208,57856.7,fracture_detected
3009,6.08851,208,67534.4,step
3009,6.08851,208,67534.4,fracture_detected
3010,6.0905,208,94614.6,step
3010,6.0905,208,94614.6,fracture_detected
3011,6.09249,208,27773.2,step
3011,6.09249,208,27773.2,fracture_detected
3012,6.09448,208,58413.7,step
3012,6.09448,208,58413.7,fracture_detected
3013,6.09647,208,2813.25,step
3013,6.09647,208,2813.25,fracture_detected
3014,6.09846,208,27329.2,step
3014,6.09846,208,27329.2,fracture_detected
3015,6.10045,208,33957.7,step
3015,6.10045,208,33957.7,fracture_detected
3016,6.10244,208,48810.1,step
3016,6.10244,208,48810.1,fracture_detected
3017,6.10443,208,55446.6,step
3017,6.10443,208,55446.6,fracture_detected
3018,6.10642,208,253,step
3018,6.10642,208,253,fracture_detected
3019,6.10841,208,2816.25,step
3019,6.10841,208,2816.25,fracture_detected
3020,6.1104,208,70363.7,step
3020,6.1104,208,70363.7,fracture_detected
3021,6.11239,208,43226.4,step
3021,6.11239,208,43226.4,fracture_detected
3022,6.11438,208,40181.1,step
3022,6.11438,208,40181.1,fracture_detected
3023,6.11637,208,42768.3,step
3023,6.11637,208,42768.3,fracture_detected
3024,6.11836,208,27910.2,step
3024,6.11836,208,27910.2,fracture_detected
3025,6.12035,208,101232,step
3025,6.12035,208,101232,fracture_detected
3026,6.12234,208,117115,step
3026,6.12234,208,117115,fracture_detected
3027,6.12433,208,2984.96,step
3027,6.12433,208,2984.96,fracture_detected
3028,6.12632,208,24369,step
3028,6.12632,208,24369,fracture_detected
3029,6.12831,208,39432.9,step
3029,6.12831,208,39432.9,fracture_detected
3030,6.1303,208,15637.2,step
3030,6.1303,208,15637.2,fracture_detected
3031,6.13229,208,9002.74,step
3031,6.13229,208,9002.74,fracture_detected
3032,6.13428,208,24896,step
3032,6.13428,208,24896,fracture_detected
3033,6.13627,208,12087,step
3033,6.13627,208,12087,fracture_detected
3034,6.13826,208,3326.25,step
3034,6.13826,208,3326.25,fracture_detected
3035,6.14025,208,6413.49,step
3035,6.14025,208,6413.49,fracture_detected
3036,6.14224,208,52221.2,step
3036,6.14224,208,52221.2,fracture_detected
3037,6.14423,208,77409.2,step
3037,6.14423,208,77409.2,fracture_detected
3038,6.14622,208,33717.7,step
3038,6.14622,208,33717.7,fracture_detected
3039,6.14821,208,12599,step
3039,6.14821,208,12599,fracture_detected
3040,6.15021,208,21385.7,step
3040,6.15021,208,21385.7,fracture_detected
3041,6.1522,208,31151.5,step
3041,6.1522,208,31151.5,fracture_detected
3042,6.15419,208,2843.25,step
3042,6.15419,208,2843.25,fracture_detected
3043,6.15618,208,21404.7,step
3043,6.15618,208,21404.7,fracture_detected
3044,6.15817,208,37372,step
3044,6.15817,208,37372,fracture_detected
3045,6.16016,208,49270.9,step
3045,6.16016,208,49270.9,fracture_detected
3046,6.16215,208,59065.7,step
3046,6.16215,208,59065.7,fracture_detected
3047,6.16414,208,12133,step
3047,6.16414,208,12133,fracture_detected
3048,6.16613,208,21784,step
3048,6.16613,208,21784,fracture_detected
3049,6.16812,208,53280.5,step
3049,6.16812,208,53280.5,fracture_detected
3050,6.17011,208,61742.9,step
3050,6.17011,208,61742.9,fracture_detected
3051,6.1721,208,31254.5,step
3051,6.1721,208,31254.5,fracture_detected
3052,6.17409,208,21967.7,step
3052,6.17409,208,21967.7,fracture_detected
3053,6.17608,208,28188.2,step
3053,6.17608,208,28188.2,fracture_detected
3054,6.17807,208,40087.2,step
3054,6.17807,208,40087.2,fracture_detected
3055,6.18006,208,46323.7,step
3055,6.18006,208,46323.7,fracture_detected
3056,6.18205,208,68577.4,step
3056,6.18205,208,68577.4,fracture_detected
3057,6.18404,208,33917.7,step
3057,6.18404,208,33917.7,fracture_detected
3058,6.18603,208,65022.2,step
3058,6.18603,208,65022.2,fracture_detected
3059,6.18802,208,43759.4,step
3059,6.18802,208,43759.4,fracture_detected
3060,6.19001,208,33968.7,step
3060,6.19001,208,33968.7,fracture_detected
3061,6.192,208,2878.25,step
3061,6.192,208,2878.25,fracture_detected
3062,6.19399,208,18441.5,step
3062,6.19399,208,18441.5,fracture_detected
3063,6.19598,208,28245.2,step
3063,6.19598,208,28245.2,fracture_detected
3064,6.19797,208,81205.4,step
3064,6.19797,208,81205.4,fracture_detected
3065,6.19996,208,3376.25,step
3065,6.19996,208,3376.25,fracture_detected
3066,6.20195,208,105690,step
3066,6.20195,208,105690,fracture_detected
3067,6.20394,208,131151,step
3067,6.20394,208,131151,fracture_detected
3068,6.20593,208,58975.7,step
3068,6.20593,208,58975.7,fracture_detected
3069,6.20792,208,34060.7,step
3069,6.20792,208,34060.7,fracture_detected
3070,6.20991,208,2880.25,step
3070,6.20991,208,2880.25,fracture_detected
3071,6.2119,208,18966.5,step
3071,6.2119,208,18966.5,fracture_detected
3072,6.21389,208,43466.4,step
3072,6.21389,208,43466.4,fracture_detected
3073,6.21588,208,31463.5,step
3073,6.21588,208,31463.5,fracture_detected
3074,6.21787,208,28359.2,step
3074,6.21787,208,28359.2,fracture_detected
3075,6.21986,208,15876.2,step
3075,6.21986,208,15876.2,fracture_detected
3076,6.22185,208,6507.49,step
3076,6.22185,208,6507.49,fracture_detected
3077,6.22384,208,6511.49,step
3077,6.22384,208,6511.49,fracture_detected
3078,6.22583,208,31023.5,step
3078,6.22583,208,31023.5,fracture_detected
3079,6.22782,208,34172.7,step
3079,6.22782,208,34172.7,fracture_detected
3080,6.22981,208,6022.49,step
3080,6.22981,208,6022.49,fracture_detected
3081,6.2318,208,25286,step
3081,6.2318,208,25286,fracture_detected
3082,6.23379,208,90591.1,step
3082,6.23379,208,90591.1,fracture_detected
3083,6.23578,208,91079.1,step
3083,6.23578,208,91079.1,fracture_detected
3084,6.23777,208,53526.2,step
3084,6.23777,208,53526.2,fracture_detected
3085,6.23976,208,37362,step
3085,6.23976,208,37362,fracture_detected
3086,6.24175,208,40522.2,step
3086,6.24175,208,40522.2,fracture_detected
3087,6.24374,208,62980.9,step
3087,6.24374,208,62980.9,fracture_detected
3088,6.24573,208,27988.2,step
3088,6.24573,208,27988.2,fracture_detected
3089,6.24772,208,44195.5,step
3089,6.24772,208,44195.5,fracture_detected
3090,6.24971,208,2879.24,step
3090,6.24971,208,2879.24,fracture_detected
3091,6.25171,208,24869,step
3091,6.25171,208,24869,fracture_detected
3092,6.2537,208,41101.2,step
3092,6.2537,208,41101.2,fracture_detected
3093,6.25569,208,46883.7,step
3093,6.25569,208,46883.7,fracture_detected
3094,6.25768,208,6038.49,step
3094,6.25768,208,6038.49,fracture_detected
3095,6.25967,208,46874.7,step
3095,6.25967,208,46874.7,fracture_detected
3096,6.26166,208,33793.7,step
3096,6.26166,208,33793.7,fracture_detected
3097,6.26365,208,9190.69,step
3097,6.26365,208,9190.69,fracture_detected
3098,6.26564,208,12344,step
3098,6.26564,208,12344,fracture_detected
3099,6.26763,208,31738.4,step
3099,6.26763,208,31738.4,fracture_detected
3100,6.26962,208,21796.7,step
3100,6.26962,208,21796.7,fracture_detected
3101,6.27161,208,15508.2,step
3101,6.27161,208,15508.2,fracture_detected
3102,6.2736,208,15518.2,step
3102,6.2736,208,15518.2,fracture_detected
3103,6.27559,208,6068.49,step
3103,6.27559,208,6068.49,fracture_detected
3104,6.27758,208,28624.2,step
3104,6.27758,208,28624.2,fracture_detected
3105,6.27957,208,3400.25,step
3105,6.27957,208,3400.25,fracture_detected
3106,6.28156,208,3402.25,step
3106,6.28156,208,3402.25,fracture_detected
3107,6.28355,208,25505,step
3107,6.28355,208,25505,fracture_detected
3108,6.28554,208,37644,step
3108,6.28554,208,37644,fracture_detected
3109,6.28753,208,60268.7,step
3109,6.28753,208,60268.7,fracture_detected
3110,6.28952,208,31340.5,step
3110,6.28952,208,31340.5,fracture_detected
3111,6.29151,208,63476.9,step
3111,6.29151,208,63476.9,fracture_detected
3112,6.2935,208,78784.2,step
3112,6.2935,208,78784.2,fracture_detected
3113,6.29549,208,9736.74,step
3113,6.29549,208,9736.74,fracture_detected
3114,6.29748,208,12407,step
3114,6.29748,208,12407,fracture_detected
3115,6.29947,208,9741.74,step
3115,6.29947,208,9741.74,fracture_detected
3116,6.30146,208,19246.5,step
3116,6.30146,208,19246.5,fracture_detected
3117,6.30345,208,15581.2,step
3117,6.30345,208,15581.2,fracture_detected
3118,6.30544,208,6086.49,step
3118,6.30544,208,6086.49,fracture_detected
3119,6.30743,208,16094.2,step
3119,6.30743,208,16094.2,fracture_detected
3120,6.30942,208,19274.5,step
3120,6.30942,208,19274.5,fracture_detected
3121,6.31141,208,31453.5,step
3121,6.31141,208,31453.5,fracture_detected
3122,6.3134,208,249,step
3122,6.3134,208,249,fracture_detected
3123,6.31539,208,2924.25,step
3123,6.31539,208,2924.25,fracture_detected
3124,6.31738,208,22467.7,step
3124,6.31738,208,22467.7,fracture_detected
3125,6.31937,208,2920.25,step
3125,6.31937,208,2920.25,fracture_detected
3126,6.32136,208,32016.5,step
3126,6.32136,208,32016.5,fracture_detected
3127,6.32335,208,69635.4,step
3127,6.32335,208,69635.4,fracture_detected
3128,6.32534,208,12955,step
3128,6.32534,208,12955,fracture_detected
3129,6.32733,208,51113,step
3129,6.32733,208,51113,fracture_detected
3130,6.32932,208,79243.3,step
3130,6.32932,208,79243.3,fracture_detected
3131,6.33131,208,73404.8,step
3131,6.33131,208,73404.8,fracture_detected
3132,6.3333,208,44290.6,step
3132,6.3333,208,44290.6,fracture_detected
3133,6.33529,208,12487,step
3133,6.33529,208,12487,fracture_detected
3134,6.33728,208,54374.2,step
3134,6.33728,208,54374.2,fracture_detected
3135,6.33927,208,6459.77,step
3135,6.33927,208,6459.77,fracture_detected
3136,6.34126,208,69492.1,step
3136,6.34126,208,69492.1,fracture_detected
3137,6.34325,208,38481.1,step
3137,6.34325,208,38481.1,fracture_detected
3138,6.34524,208,41694.2,step
3138,6.34524,208,41694.2,fracture_detected
3139,6.34723,208,9828.62,step
3139,6.34723,208,9828.62,fracture_detected
3140,6.34922,208,25259,step
3140,6.34922,208,25259,fracture_detected
3141,6.35122,208,255,step
3141,6.35122,208,255,fracture_detected
3142,6.35321,208,19408.5,step
3142,6.35321,208,19408.5,fracture_detected
3143,6.3552,208,2932.25,step
3143,6.3552,208,2932.25,fracture_detected
3144,6.35719,208,41265.2,step
3144,6.35719,208,41265.2,fracture_detected
3145,6.35918,208,25809,step
3145,6.35918,208,25809,fracture_detected
3146,6.36117,208,28511.2,step
3146,6.36117,208,28511.2,fracture_detected
3147,6.36316,208,9837.74,step
3147,6.36316,208,9837.74,fracture_detected
3148,6.36515,208,15742.2,step
3148,6.36515,208,15742.2,fracture_detected
3149,6.36714,208,35435.7,step
3149,6.36714,208,35435.7,fracture_detected
3150,6.36913,208,15746.2,step
3150,6.36913,208,15746.2,fracture_detected
3151,6.37112,208,3451.24,step
3151,6.37112,208,3451.24,fracture_detected
3152,6.37311,208,57891.4,step
3152,6.37311,208,57891.4,fracture_detected
3153,6.3751,208,115048,step
3153,6.3751,208,115048,fracture_detected
3154,6.37709,208,57909.4,step
3154,6.37709,208,57909.4,fracture_detected
3155,6.37908,208,6159.49,step
3155,6.37908,208,6159.49,fracture_detected
3156,6.38107,208,9867.74,step
3156,6.38107,208,9867.74,fracture_detected
3157,6.38306,208,25406,step
3157,6.38306,208,25406,fracture_detected
3158,6.38505,208,9868.74,step
3158,6.38505,208,9868.74,fracture_detected
3159,6.38704,208,35548.7,step
3159,6.38704,208,35548.7,fracture_detected
3160,6.38903,208,22213.7,step
3160,6.38903,208,22213.7,fracture_detected
3161,6.39102,208,89663.9,step
3161,6.39102,208,89663.9,fracture_detected
3162,6.39301,208,74104.7,step
3162,6.39301,208,74104.7,fracture_detected
3163,6.395,208,32378.5,step
3163,6.395,208,32378.5,fracture_detected
3164,6.39699,208,19029.5,step
3164,6.39699,208,19029.5,fracture_detected
3165,6.39898,208,9895.74,step
3165,6.39898,208,9895.74,fracture_detected
3166,6.40097,208,38342,step
3166,6.40097,208,38342,fracture_detected
3167,6.40296,208,74237.7,step
3167,6.40296,208,74237.7,fracture_detected
3168,6.40495,208,70537.4,step
3168,6.40495,208,70537.4,fracture_detected
3169,6.40694,208,3461.25,step
3169,6.40694,208,3461.25,fracture_detected
3170,6.40893,208,45326.4,step
3170,6.40893,208,45326.4,fracture_detected
3171,6.41092,208,70610.4,step
3171,6.41092,208,70610.4,fracture_detected
3172,6.41291,208,48567.9,step
3172,6.41291,208,48567.9,fracture_detected
3173,6.4149,208,22813.5,step
3173,6.4149,208,22813.5,fracture_detected
3174,6.41689,208,19088.5,step
3174,6.41689,208,19088.5,fracture_detected
3175,6.41888,208,32502.6,step
3175,6.41888,208,32502.6,fracture_detected
3176,6.42087,208,6191.49,step
3176,6.42087,208,6191.49,fracture_detected
3177,6.42286,208,6194.68,step
3177,6.42286,208,6194.68,fracture_detected
3178,6.42485,208,51394.9,step
3178,6.42485,208,51394.9,fracture_detected
3179,6.42684,208,51908.1,step
3179,6.42684,208,51908.1,fracture_detected
3180,6.42883,208,3488.06,step
3180,6.42883,208,3488.06,fracture_detected
3181,6.43082,208,32054.5,step
3181,6.43082,208,32054.5,fracture_detected
3182,6.43281,208,67629.2,step
3182,6.43281,208,67629.2,fracture_detected
3183,6.4348,208,93991.1,step
3183,6.4348,208,93991.1,fracture_detected
3184,6.43679,208,13193,step
3184,6.43679,208,13193,fracture_detected
3185,6.43878,208,22386.7,step
3185,6.43878,208,22386.7,fracture_detected
3186,6.44077,208,61235.7,step
3186,6.44077,208,61235.7,fracture_detected
3187,6.44276,208,81165.2,step
3187,6.44276,208,81165.2,fracture_detected
3188,6.44475,208,38600,step
3188,6.44475,208,38600,fracture_detected
3189,6.44674,208,22427.7,step
3189,6.44674,208,22427.7,fracture_detected
3190,6.44873,208,16441.2,step
3190,6.44873,208,16441.2,fracture_detected
3191,6.45073,208,42381.2,step
3191,6.45073,208,42381.2,fracture_detected
3192,6.45272,208,77555.9,step
3192,6.45272,208,77555.9,fracture_detected
3193,6.45471,208,45639.4,step
3193,6.45471,208,45639.4,fracture_detected
3194,6.4567,208,35438.7,step
3194,6.4567,208,35438.7,fracture_detected
3195,6.45869,208,94349.1,step
3195,6.45869,208,94349.1,fracture_detected
3196,6.46068,208,22457.7,step
3196,6.46068,208,22457.7,fracture_detected
3197,6.46267,208,123136,step
3197,6.46267,208,123136,fracture_detected
3198,6.46466,208,87923.6,step
3198,6.46466,208,87923.6,fracture_detected
3199,6.46665,208,19247.5,step
3199,6.46665,208,19247.5,fracture_detected
3200,6.46864,208,16493.2,step
3200,6.46864,208,16493.2,fracture_detected
3201,6.47063,208,19754.5,step
3201,6.47063,208,19754.5,fracture_detected
3202,6.47262,208,2999.25,step
3202,6.47262,208,2999.25,fracture_detected
3203,6.47461,208,52303.9,step
3203,6.47461,208,52303.9,fracture_detected
3204,6.4766,208,68071.2,step
3204,6.4766,208,68071.2,fracture_detected
3205,6.47859,208,19284.5,step
3205,6.47859,208,19284.5,fracture_detected
3206,6.48058,208,39316,step
3206,6.48058,208,39316,fracture_detected
3207,6.48257,208,58377.4,step
3207,6.48257,208,58377.4,fracture_detected
3208,6.48456,208,38864,step
3208,6.48456,208,38864,fracture_detected
3209,6.48655,208,140371,step
3209,6.48655,208,140371,fracture_detected
3210,6.48854,208,64938.9,step
3210,6.48854,208,64938.9,fracture_detected
3211,6.49053,208,75253.9,step
3211,6.49053,208,75253.9,fracture_detected
3212,6.49252,208,68237.4,step
3212,6.49252,208,68237.4,fracture_detected
3213,6.49451,208,248,step
3213,6.49451,208,248,fracture_detected
3214,6.4965,208,55244.2,step
3214,6.4965,208,55244.2,fracture_detected
3215,6.49849,208,98188.4,step
3215,6.49849,208,98188.4,fracture_detected
3216,6.50048,208,58531.4,step
3216,6.50048,208,58531.4,fracture_detected
3217,6.50247,208,32915.5,step
3217,6.50247,208,32915.5,fracture_detected
3218,6.50446,208,29667.2,step
3218,6.50446,208,29667.2,fracture_detected
3219,6.50645,208,55315.2,step
3219,6.50645,208,55315.2,fracture_detected
3220,6.50844,208,3515.25,step
3220,6.50844,208,3515.25,fracture_detected
3221,6.51043,208,3025.25,step
3221,6.51043,208,3025.25,fracture_detected
3222,6.51242,208,26423,step
3222,6.51242,208,26423,fracture_detected
3223,6.51441,208,3525.5,step
3223,6.51441,208,3525.5,fracture_detected
3224,6.5164,208,65230.2,step
3224,6.5164,208,65230.2,fracture_detected
3225,6.51839,208,49014.4,step
3225,6.51839,208,49014.4,fracture_detected
3226,6.52038,208,3027.25,step
3226,6.52038,208,3027.25,fracture_detected
3227,6.52237,208,53031.5,step
3227,6.52237,208,53031.5,fracture_detected
3228,6.52436,208,52187.2,step
3228,6.52436,208,52187.2,fracture_detected
3229,6.52635,208,42382.2,step
3229,6.52635,208,42382.2,fracture_detected
3230,6.52834,208,23196.7,step
3230,6.52834,208,23196.7,fracture_detected
3231,6.53033,208,26492,step
3231,6.53033,208,26492,fracture_detected
3232,6.53232,208,35854.7,step
3232,6.53232,208,35854.7,fracture_detected
3233,6.53431,208,69187.2,step
3233,6.53431,208,69187.2,fracture_detected
3234,6.5363,208,79081.2,step
3234,6.5363,208,79081.2,fracture_detected
3235,6.53829,208,101558,step
3235,6.53829,208,101558,fracture_detected
3236,6.54028,208,35895.7,step
3236,6.54028,208,35895.7,fracture_detected
3237,6.54227,208,59412.4,step
3237,6.54227,208,59412.4,fracture_detected
3238,6.54426,208,6316.49,step
3238,6.54426,208,6316.49,fracture_detected
3239,6.54625,208,39213,step
3239,6.54625,208,39213,fracture_detected
3240,6.54824,208,39380.7,step
3240,6.54824,208,39380.7,fracture_detected
3241,6.55024,208,42179.9,step
3241,6.55024,208,42179.9,fracture_detected
3242,6.55223,208,245,step
3242,6.55223,208,245,fracture_detected
3243,6.55422,208,59175.2,step
3243,6.55422,208,59175.2,fracture_detected
3244,6.55621,208,42213.9,step
3244,6.55621,208,42213.9,fracture_detected
3245,6.5582,208,9635.74,step
3245,6.5582,208,9635.74,fracture_detected
3246,6.56019,208,13432,step
3246,6.56019,208,13432,fracture_detected
3247,6.56218,208,42613.2,step
3247,6.56218,208,42613.2,fracture_detected
3248,6.56417,208,66202.2,step
3248,6.56417,208,66202.2,fracture_detected
3249,6.56616,208,6857.2,step
3249,6.56616,208,6857.2,fracture_detected
3250,6.56815,208,32742.5,step
3250,6.56815,208,32742.5,fracture_detected
3251,6.57014,208,32762.5,step
3251,6.57014,208,32762.5,fracture_detected
3252,6.57213,208,43168.5,step
3252,6.57213,208,43168.5,fracture_detected
3253,6.57412,208,26679.7,step
3253,6.57412,208,26679.7,fracture_detected
3254,6.57611,208,92257.9,step
3254,6.57611,208,92257.9,fracture_detected
3255,6.5781,208,79558.9,step
3255,6.5781,208,79558.9,fracture_detected
3256,6.58009,208,32805.5,step
3256,6.58009,208,32805.5,fracture_detected
3257,6.58208,208,23397.7,step
3257,6.58208,208,23397.7,fracture_detected
3258,6.58407,208,39445,step
3258,6.58407,208,39445,fracture_detected
3259,6.58606,208,43262.2,step
3259,6.58606,208,43262.2,fracture_detected
3260,6.58805,208,52708.9,step
3260,6.58805,208,52708.9,fracture_detected
3261,6.59004,208,20106.5,step
3261,6.59004,208,20106.5,fracture_detected
3262,6.59203,208,26743,step
3262,6.59203,208,26743,fracture_detected
3263,6.59402,208,30072.2,step
3263,6.59402,208,30072.2,fracture_detected
3264,6.59601,208,29566.2,step
3264,6.59601,208,29566.2,fracture_detected
