step,beta,energy,rho,type
4617,9.28875,208,23084.2,fracture_detected
4618,9.29074,208,18920,step
4618,9.29074,208,18920,fracture_detected
4619,9.29273,208,4920.25,step
4619,9.29273,208,4920.25,fracture_detected
4620,9.29472,208,252,step
4620,9.29472,208,252,fracture_detected
4621,9.29671,208,60474.2,step
4621,9.29671,208,60474.2,fracture_detected
4622,9.2987,208,51633.7,step
4622,9.2987,208,51633.7,fracture_detected
4623,9.30069,208,32462.7,step
4623,9.30069,208,32462.7,fracture_detected
4624,9.30268,208,9591.49,step
4624,9.30268,208,9591.49,fracture_detected
4625,9.30467,208,28296.5,step
4625,9.30467,208,28296.5,fracture_detected
4626,9.30666,208,28308.5,step
4626,9.30666,208,28308.5,fracture_detected
4627,9.30865,208,79256.2,step
4627,9.30865,208,79256.2,fracture_detected
4628,9.31064,208,51700.7,step
4628,9.31064,208,51700.7,fracture_detected
4629,9.31263,208,23647.2,step
4629,9.31263,208,23647.2,fracture_detected
4630,9.31462,208,46546.5,step
4630,9.31462,208,46546.5,fracture_detected
4631,9.31661,208,37204,step
4631,9.31661,208,37204,fracture_detected
4632,9.3186,208,238.045,step
4632,9.3186,208,238.045,fracture_detected
4633,9.32059,208,9604.49,step
4633,9.32059,208,9604.49,fracture_detected
4634,9.32258,208,14292.7,step
4634,9.32258,208,14292.7,fracture_detected
4635,9.32457,208,37725,step
4635,9.32457,208,37725,fracture_detected
4636,9.32656,208,42427.2,step
4636,9.32656,208,42427.2,fracture_detected
4637,9.32855,208,42445.2,step
4637,9.32855,208,42445.2,fracture_detected
4638,9.33054,208,98184.2,step
4638,9.33054,208,98184.2,fracture_detected
4639,9.33253,208,42451.2,step
4639,9.33253,208,42451.2,fracture_detected
4640,9.33452,208,46645.5,step
4640,9.33452,208,46645.5,fracture_detected
4641,9.33651,208,51850.7,step
4641,9.33651,208,51850.7,fracture_detected
4642,9.3385,208,37280,step
4642,9.3385,208,37280,fracture_detected
4643,9.34049,208,51875.7,step
4643,9.34049,208,51875.7,fracture_detected
4644,9.34248,208,46681.5,step
4644,9.34248,208,46681.5,fracture_detected
4645,9.34447,208,23727.2,step
4645,9.34447,208,23727.2,fracture_detected
4646,9.34646,208,112454,step
4646,9.34646,208,112454,fracture_detected
4647,9.34845,208,47204.5,step
4647,9.34845,208,47204.5,fracture_detected
4648,9.35045,208,23733.2,step
4648,9.35045,208,23733.2,fracture_detected
4649,9.35244,208,23249.2,step
4649,9.35244,208,23249.2,fracture_detected
4650,9.35443,208,66045.4,step
4650,9.35443,208,66045.4,fracture_detected
4651,9.35642,208,112574,step
4651,9.35642,208,112574,fracture_detected
4652,9.35841,208,61361.2,step
4652,9.35841,208,61361.2,fracture_detected
4653,9.3604,208,19058,step
4653,9.3604,208,19058,fracture_detected
4654,9.36239,208,37385,step
4654,9.36239,208,37385,fracture_detected
4655,9.36438,208,75176.7,step
4655,9.36438,208,75176.7,fracture_detected
4656,9.36637,208,60575.9,step
4656,9.36637,208,60575.9,fracture_detected
4657,9.36836,208,65657.4,step
4657,9.36836,208,65657.4,fracture_detected
4658,9.37035,208,136769,step
4658,9.37035,208,136769,fracture_detected
4659,9.37234,208,75088.9,step
4659,9.37234,208,75088.9,fracture_detected
4660,9.37433,208,23308.2,step
4660,9.37433,208,23308.2,fracture_detected
4661,9.37632,208,94462.9,step
4661,9.37632,208,94462.9,fracture_detected
4662,9.37831,208,79850.2,step
4662,9.37831,208,79850.2,fracture_detected
4663,9.3803,208,4472.29,step
4663,9.3803,208,4472.29,fracture_detected
4664,9.38229,208,4954.29,step
4664,9.38229,208,4954.29,fracture_detected
4665,9.38428,208,9671.49,step
4665,9.38428,208,9671.49,fracture_detected
4666,9.38627,208,47405.5,step
4666,9.38627,208,47405.5,fracture_detected
4667,9.38826,208,19122,step
4667,9.38826,208,19122,fracture_detected
4668,9.39025,208,56362,step
4668,9.39025,208,56362,fracture_detected
4669,9.39224,208,37998.9,step
4669,9.39224,208,37998.9,fracture_detected
4670,9.39423,208,23348.2,step
4670,9.39423,208,23348.2,fracture_detected
4671,9.39622,208,80509.2,step
4671,9.39622,208,80509.2,fracture_detected
4672,9.39821,208,136680,step
4672,9.39821,208,136680,fracture_detected
4673,9.4002,208,113246,step
4673,9.4002,208,113246,fracture_detected
4674,9.40219,208,13564.4,step
4674,9.40219,208,13564.4,fracture_detected
4675,9.40418,208,61171.2,step
4675,9.40418,208,61171.2,fracture_detected
4676,9.40617,208,38054,step
4676,9.40617,208,38054,fracture_detected
4677,9.40816,208,37566,step
4677,9.40816,208,37566,fracture_detected
4678,9.41015,208,80624.2,step
4678,9.41015,208,80624.2,fracture_detected
4679,9.41214,208,141616,step
4679,9.41214,208,141616,fracture_detected
4680,9.41413,208,13959.7,step
4680,9.41413,208,13959.7,fracture_detected
4681,9.41612,208,118509,step
4681,9.41612,208,118509,fracture_detected
4682,9.41811,208,23566,step
4682,9.41811,208,23566,fracture_detected
4683,9.4201,208,9724.49,step
4683,9.4201,208,9724.49,fracture_detected
4684,9.42209,208,51468.4,step
4684,9.42209,208,51468.4,fracture_detected
4685,9.42408,208,71277.7,step
4685,9.42408,208,71277.7,fracture_detected
4686,9.42607,208,66043.4,step
4686,9.42607,208,66043.4,fracture_detected
4687,9.42806,208,18699,step
4687,9.42806,208,18699,fracture_detected
4688,9.43005,208,18707,step
4688,9.43005,208,18707,fracture_detected
4689,9.43204,208,95026.9,step
4689,9.43204,208,95026.9,fracture_detected
4690,9.43403,208,23439.2,step
4690,9.43403,208,23439.2,fracture_detected
4691,9.43602,208,66120.4,step
4691,9.43602,208,66120.4,fracture_detected
4692,9.43801,208,57150,step
4692,9.43801,208,57150,fracture_detected
4693,9.44,208,4488.25,step
4693,9.44,208,4488.25,fracture_detected
4694,9.44199,208,118352,step
4694,9.44199,208,118352,fracture_detected
4695,9.44398,208,80898.2,step
4695,9.44398,208,80898.2,fracture_detected
4696,9.44597,208,47216.5,step
4696,9.44597,208,47216.5,fracture_detected
4697,9.44796,208,66697.4,step
4697,9.44796,208,66697.4,fracture_detected
4698,9.44995,208,19243,step
4698,9.44995,208,19243,fracture_detected
4699,9.45195,208,254,step
4699,9.45195,208,254,fracture_detected
4700,9.45394,208,128003,step
4700,9.45394,208,128003,fracture_detected
4701,9.45593,208,9729.49,step
4701,9.45593,208,9729.49,fracture_detected
4702,9.45792,208,76264.9,step
4702,9.45792,208,76264.9,fracture_detected
4703,9.45991,208,28764.5,step
4703,9.45991,208,28764.5,fracture_detected
4704,9.4619,208,19268,step
4704,9.4619,208,19268,fracture_detected
4705,9.46389,208,90094.7,step
4705,9.46389,208,90094.7,fracture_detected
4706,9.46588,208,38286,step
4706,9.46588,208,38286,fracture_detected
4707,9.46787,208,14515.7,step
4707,9.46787,208,14515.7,fracture_detected
4708,9.46986,208,33060.7,step
4708,9.46986,208,33060.7,fracture_detected
4709,9.47185,208,66869.4,step
4709,9.47185,208,66869.4,fracture_detected
4710,9.47384,208,90190.7,step
4710,9.47384,208,90190.7,fracture_detected
4711,9.47583,208,38325,step
4711,9.47583,208,38325,fracture_detected
4712,9.47782,208,5005.25,step
4712,9.47782,208,5005.25,fracture_detected
4713,9.47981,208,33586.7,step
4713,9.47981,208,33586.7,fracture_detected
4714,9.4818,208,19308,step
4714,9.4818,208,19308,fracture_detected
4715,9.48379,208,28336.5,step
4715,9.48379,208,28336.5,fracture_detected
4716,9.48578,208,4517.25,step
4716,9.48578,208,4517.25,fracture_detected
4717,9.48777,208,9286.49,step
4717,9.48777,208,9286.49,fracture_detected
4718,9.48976,208,18827,step
4718,9.48976,208,18827,fracture_detected
4719,9.49175,208,37912,step
4719,9.49175,208,37912,fracture_detected
4720,9.49374,208,23617.2,step
4720,9.49374,208,23617.2,fracture_detected
4721,9.49573,208,105196,step
4721,9.49573,208,105196,fracture_detected
4722,9.49772,208,14065.7,step
4722,9.49772,208,14065.7,fracture_detected
4723,9.49971,208,19341,step
4723,9.49971,208,19341,fracture_detected
4724,9.5017,208,47490.5,step
4724,9.5017,208,47490.5,fracture_detected
4725,9.50369,208,4533.25,step
4725,9.50369,208,4533.25,fracture_detected
4726,9.50568,208,38451,step
4726,9.50568,208,38451,fracture_detected
4727,9.50767,208,23637.2,step
4727,9.50767,208,23637.2,fracture_detected
4728,9.50966,208,33691.7,step
4728,9.50966,208,33691.7,fracture_detected
4729,9.51165,208,250.963,step
4729,9.51165,208,250.963,fracture_detected
4730,9.51364,208,18869.9,step
4730,9.51364,208,18869.9,fracture_detected
4731,9.51563,208,14590.7,step
4731,9.51563,208,14590.7,fracture_detected
4732,9.51762,208,47572.4,step
4732,9.51762,208,47572.4,fracture_detected
4733,9.51961,208,28459.5,step
4733,9.51961,208,28459.5,fracture_detected
4734,9.5216,208,71997.7,step
4734,9.5216,208,71997.7,fracture_detected
4735,9.52359,208,91168.7,step
4735,9.52359,208,91168.7,fracture_detected
4736,9.52558,208,76311.9,step
4736,9.52558,208,76311.9,fracture_detected
4737,9.52757,208,9322.49,step
4737,9.52757,208,9322.49,fracture_detected
4738,9.52956,208,42844.2,step
4738,9.52956,208,42844.2,fracture_detected
4739,9.53155,208,28976.4,step
4739,9.53155,208,28976.4,fracture_detected
4740,9.53354,208,86471.5,step
4740,9.53354,208,86471.5,fracture_detected
4741,9.53553,208,109934,step
4741,9.53553,208,109934,fracture_detected
4742,9.53752,208,105671,step
4742,9.53752,208,105671,fracture_detected
4743,9.53951,208,23702.2,step
4743,9.53951,208,23702.2,fracture_detected
4744,9.5415,208,119597,step
4744,9.5415,208,119597,fracture_detected
4745,9.54349,208,52513.7,step
4745,9.54349,208,52513.7,fracture_detected
4746,9.54548,208,72166.7,step
4746,9.54548,208,72166.7,fracture_detected
4747,9.54747,208,43413.2,step
4747,9.54747,208,43413.2,fracture_detected
4748,9.54946,208,38633,step
4748,9.54946,208,38633,fracture_detected
4749,9.55146,208,43448.2,step
4749,9.55146,208,43448.2,fracture_detected
4750,9.55345,208,71739.7,step
4750,9.55345,208,71739.7,fracture_detected
4751,9.55544,208,5050.25,step
4751,9.55544,208,5050.25,fracture_detected
4752,9.55743,208,14156.7,step
4752,9.55743,208,14156.7,fracture_detected
4753,9.55942,208,18966,step
4753,9.55942,208,18966,fracture_detected
4754,9.56141,208,23778.2,step
4754,9.56141,208,23778.2,fracture_detected
4755,9.5634,208,71968.4,step
4755,9.5634,208,71968.4,fracture_detected
4756,9.56539,208,28236.2,step
4756,9.56539,208,28236.2,fracture_detected
4757,9.56738,208,9861.49,step
4757,9.56738,208,9861.49,fracture_detected
4758,9.56937,208,33408.7,step
4758,9.56937,208,33408.7,fracture_detected
4759,9.57136,208,72380.7,step
4759,9.57136,208,72380.7,fracture_detected
4760,9.57335,208,18984,step
4760,9.57335,208,18984,fracture_detected
4761,9.57534,208,91160.7,step
4761,9.57534,208,91160.7,fracture_detected
4762,9.57733,208,53168.7,step
4762,9.57733,208,53168.7,fracture_detected
4763,9.57932,208,245,step
4763,9.57932,208,245,fracture_detected
4764,9.58131,208,14197.7,step
4764,9.58131,208,14197.7,fracture_detected
4765,9.5833,208,19503,step
4765,9.5833,208,19503,fracture_detected
4766,9.58529,208,29143.5,step
4766,9.58529,208,29143.5,fracture_detected
4767,9.58728,208,96092.9,step
4767,9.58728,208,96092.9,fracture_detected
4768,9.58927,208,67687.4,step
4768,9.58927,208,67687.4,fracture_detected
4769,9.59126,208,24342.2,step
4769,9.59126,208,24342.2,fracture_detected
4770,9.59325,208,62412.2,step
4770,9.59325,208,62412.2,fracture_detected
4771,9.59524,208,62914.2,step
4771,9.59524,208,62914.2,fracture_detected
4772,9.59723,208,29184.5,step
4772,9.59723,208,29184.5,fracture_detected
4773,9.59922,208,163733,step
4773,9.59922,208,163733,fracture_detected
4774,9.60121,208,144950,step
4774,9.60121,208,144950,fracture_detected
4775,9.6032,208,4572.28,step
4775,9.6032,208,4572.28,fracture_detected
4776,9.60519,208,38357.9,step
4776,9.60519,208,38357.9,fracture_detected
4777,9.60718,208,76991.9,step
4777,9.60718,208,76991.9,fracture_detected
4778,9.60917,208,149904,step
4778,9.60917,208,149904,fracture_detected
4779,9.61116,208,110814,step
4779,9.61116,208,110814,fracture_detected
4780,9.61315,208,38529.7,step
4780,9.61315,208,38529.7,fracture_detected
4781,9.61514,208,9070.21,step
4781,9.61514,208,9070.21,fracture_detected
4782,9.61713,208,58229,step
4782,9.61713,208,58229,fracture_detected
4783,9.61912,208,9920.49,step
4783,9.61912,208,9920.49,fracture_detected
4784,9.62111,208,19593,step
4784,9.62111,208,19593,fracture_detected
4785,9.6231,208,86774.4,step
4785,9.6231,208,86774.4,fracture_detected
4786,9.62509,208,63113.2,step
4786,9.62509,208,63113.2,fracture_detected
4787,9.62708,208,82488.2,step
4787,9.62708,208,82488.2,fracture_detected
4788,9.62907,208,178743,step
4788,9.62907,208,178743,fracture_detected
4789,9.63106,208,34109.7,step
4789,9.63106,208,34109.7,fracture_detected
4790,9.63305,208,24443.2,step
4790,9.63305,208,24443.2,fracture_detected
4791,9.63504,208,58342,step
4791,9.63504,208,58342,fracture_detected
4792,9.63703,208,28794.5,step
4792,9.63703,208,28794.5,fracture_detected
4793,9.63902,208,23963.2,step
4793,9.63902,208,23963.2,fracture_detected
4794,9.64101,208,28817.5,step
4794,9.64101,208,28817.5,fracture_detected
4795,9.643,208,19623,step
4795,9.643,208,19623,fracture_detected
4796,9.64499,208,48708.5,step
4796,9.64499,208,48708.5,fracture_detected
4797,9.64698,208,125772,step
4797,9.64698,208,125772,fracture_detected
4798,9.64897,208,121088,step
4798,9.64897,208,121088,fracture_detected
4799,9.65097,208,44246.5,step
4799,9.65097,208,44246.5,fracture_detected
4800,9.65296,208,5114.28,step
4800,9.65296,208,5114.28,fracture_detected
4801,9.65495,208,106462,step
4801,9.65495,208,106462,fracture_detected
4802,9.65694,208,77878.9,step
4802,9.65694,208,77878.9,fracture_detected
4803,9.65893,208,72539.7,step
4803,9.65893,208,72539.7,fracture_detected
4804,9.66092,208,48298.5,step
4804,9.66092,208,48298.5,fracture_detected
4805,9.66291,208,97338.9,step
4805,9.66291,208,97338.9,fracture_detected
4806,9.6649,208,9806.77,step
4806,9.6649,208,9806.77,fracture_detected
4807,9.66689,208,15172,step
4807,9.66689,208,15172,fracture_detected
4808,9.66888,208,53185.7,step
4808,9.66888,208,53185.7,fracture_detected
4809,9.67087,208,39118,step
4809,9.67087,208,39118,fracture_detected
4810,9.67286,208,9972.49,step
4810,9.67286,208,9972.49,fracture_detected
4811,9.67485,208,48358.5,step
4811,9.67485,208,48358.5,fracture_detected
4812,9.67684,208,9620.21,step
4812,9.67684,208,9620.21,fracture_detected
4813,9.67883,208,4268.97,step
4813,9.67883,208,4268.97,fracture_detected
4814,9.68082,208,5109.25,step
4814,9.68082,208,5109.25,fracture_detected
4815,9.68281,208,4619.28,step
4815,9.68281,208,4619.28,fracture_detected
4816,9.6848,208,19220,step
4816,9.6848,208,19220,fracture_detected
4817,9.68679,208,28962.5,step
4817,9.68679,208,28962.5,fracture_detected
4818,9.68878,208,34312.7,step
4818,9.68878,208,34312.7,fracture_detected
4819,9.69077,208,38712,step
4819,9.69077,208,38712,fracture_detected
4820,9.69276,208,83028.2,step
4820,9.69276,208,83028.2,fracture_detected
4821,9.69475,208,29478.5,step
4821,9.69475,208,29478.5,fracture_detected
4822,9.69674,208,9487.49,step
4822,9.69674,208,9487.49,fracture_detected
4823,9.69873,208,77716.9,step
4823,9.69873,208,77716.9,fracture_detected
4824,9.70072,208,19258,step
4824,9.70072,208,19258,fracture_detected
4825,9.70271,208,4640.25,step
4825,9.70271,208,4640.25,fracture_detected
4826,9.7047,208,92534.4,step
4826,9.7047,208,92534.4,fracture_detected
4827,9.70669,208,10355.8,step
4827,9.70669,208,10355.8,fracture_detected
4828,9.70868,208,14379.7,step
4828,9.70868,208,14379.7,fracture_detected
4829,9.71067,208,63682.2,step
4829,9.71067,208,63682.2,fracture_detected
4830,9.71266,208,24136.2,step
4830,9.71266,208,24136.2,fracture_detected
4831,9.71465,208,14903.7,step
4831,9.71465,208,14903.7,fracture_detected
4832,9.71664,208,77852.9,step
4832,9.71664,208,77852.9,fracture_detected
4833,9.71863,208,53468.7,step
4833,9.71863,208,53468.7,fracture_detected
4834,9.72062,208,19773,step
4834,9.72062,208,19773,fracture_detected
4835,9.72261,208,14895.7,step
4835,9.72261,208,14895.7,fracture_detected
4836,9.7246,208,49105.5,step
4836,9.7246,208,49105.5,fracture_detected
4837,9.72659,208,5140.25,step
4837,9.72659,208,5140.25,fracture_detected
4838,9.72858,208,43740.2,step
4838,9.72858,208,43740.2,fracture_detected
4839,9.73057,208,102919,step
4839,9.73057,208,102919,fracture_detected
4840,9.73256,208,4624.25,step
4840,9.73256,208,4624.25,fracture_detected
4841,9.73455,208,146472,step
4841,9.73455,208,146472,fracture_detected
4842,9.73654,208,39373,step
4842,9.73654,208,39373,fracture_detected
4843,9.73853,208,19816,step
4843,9.73853,208,19816,fracture_detected
4844,9.74052,208,102532,step
4844,9.74052,208,102532,fracture_detected
4845,9.74251,208,122607,step
4845,9.74251,208,122607,fracture_detected
4846,9.7445,208,48711.5,step
4846,9.7445,208,48711.5,fracture_detected
4847,9.74649,208,98185.9,step
4847,9.74649,208,98185.9,fracture_detected
4848,9.74848,208,43823.2,step
4848,9.74848,208,43823.2,fracture_detected
4849,9.75048,208,34546.7,step
4849,9.75048,208,34546.7,fracture_detected
4850,9.75247,208,53643.7,step
4850,9.75247,208,53643.7,fracture_detected
4851,9.75446,208,49260.5,step
4851,9.75446,208,49260.5,fracture_detected
4852,9.75645,208,97786.9,step
4852,9.75645,208,97786.9,fracture_detected
4853,9.75844,208,98302.9,step
4853,9.75844,208,98302.9,fracture_detected
4854,9.76043,208,102731,step
4854,9.76043,208,102731,fracture_detected
4855,9.76242,208,152300,step
4855,9.76242,208,152300,fracture_detected
4856,9.76441,208,29169.4,step
4856,9.76441,208,29169.4,fracture_detected
4857,9.7664,208,24798.2,step
4857,9.7664,208,24798.2,fracture_detected
4858,9.76839,208,14457.8,step
4858,9.76839,208,14457.8,fracture_detected
4859,9.77038,208,112649,step
4859,9.77038,208,112649,fracture_detected
4860,9.77237,208,241,step
4860,9.77237,208,241,fracture_detected
4861,9.77436,208,39531,step
4861,9.77436,208,39531,fracture_detected
4862,9.77635,208,248.971,step
4862,9.77635,208,248.971,fracture_detected
4863,9.77834,208,127495,step
4863,9.77834,208,127495,fracture_detected
4864,9.78033,208,14965.7,step
4864,9.78033,208,14965.7,fracture_detected
4865,9.78232,208,93615.7,step
4865,9.78232,208,93615.7,fracture_detected
4866,9.78431,208,24826.2,step
4866,9.78431,208,24826.2,fracture_detected
4867,9.7863,208,34170.7,step
4867,9.7863,208,34170.7,fracture_detected
4868,9.78829,208,78934.9,step
4868,9.78829,208,78934.9,fracture_detected
4869,9.79028,208,24337.2,step
4869,9.79028,208,24337.2,fracture_detected
4870,9.79227,208,34187.7,step
4870,9.79227,208,34187.7,fracture_detected
4871,9.79426,208,44044.2,step
4871,9.79426,208,44044.2,fracture_detected
4872,9.79625,208,133139,step
4872,9.79625,208,133139,fracture_detected
4873,9.79824,208,88701.7,step
4873,9.79824,208,88701.7,fracture_detected
4874,9.80023,208,5519.53,step
4874,9.80023,208,5519.53,fracture_detected
4875,9.80222,208,58855,step
4875,9.80222,208,58855,fracture_detected
4876,9.80421,208,39646,step
4876,9.80421,208,39646,fracture_detected
4877,9.8062,208,44589.2,step
4877,9.8062,208,44589.2,fracture_detected
4878,9.80819,208,5181.25,step
4878,9.80819,208,5181.25,fracture_detected
4879,9.81018,208,68755.4,step
4879,9.81018,208,68755.4,fracture_detected
4880,9.81217,208,19481,step
4880,9.81217,208,19481,fracture_detected
4881,9.81416,208,54479.7,step
4881,9.81416,208,54479.7,fracture_detected
4882,9.81615,208,103330,step
4882,9.81615,208,103330,fracture_detected
4883,9.81814,208,84091.2,step
4883,9.81814,208,84091.2,fracture_detected
4884,9.82013,208,59454,step
4884,9.82013,208,59454,fracture_detected
4885,9.82212,208,39227,step
4885,9.82212,208,39227,fracture_detected
4886,9.82411,208,4689.25,step
4886,9.82411,208,4689.25,fracture_detected
4887,9.8261,208,59493,step
4887,9.8261,208,59493,fracture_detected
4888,9.82809,208,9618.49,step
4888,9.82809,208,9618.49,fracture_detected
4889,9.83008,208,19501,step
4889,9.83008,208,19501,fracture_detected
4890,9.83207,208,39425.7,step
4890,9.83207,208,39425.7,fracture_detected
4891,9.83406,208,63976.2,step
4891,9.83406,208,63976.2,fracture_detected
4892,9.83605,208,54960,step
4892,9.83605,208,54960,fracture_detected
4893,9.83804,208,78833.9,step
4893,9.83804,208,78833.9,fracture_detected
4894,9.84003,208,242,step
4894,9.84003,208,242,fracture_detected
4895,9.84202,208,34374.7,step
4895,9.84202,208,34374.7,fracture_detected
4896,9.84401,208,24496.2,step
4896,9.84401,208,24496.2,fracture_detected
4897,9.846,208,153595,step
4897,9.846,208,153595,fracture_detected
4898,9.84799,208,54169.7,step
4898,9.84799,208,54169.7,fracture_detected
4899,9.84998,208,24496.2,step
4899,9.84998,208,24496.2,fracture_detected
4900,9.85198,208,5195.25,step
4900,9.85198,208,5195.25,fracture_detected
4901,9.85397,208,39364,step
4901,9.85397,208,39364,fracture_detected
4902,9.85596,208,5190.25,step
4902,9.85596,208,5190.25,fracture_detected
4903,9.85795,208,49771.5,step
4903,9.85795,208,49771.5,fracture_detected
4904,9.85994,208,4705.25,step
4904,9.85994,208,4705.25,fracture_detected
4905,9.86193,208,248,step
4905,9.86193,208,248,fracture_detected
4906,9.86392,208,10160.5,step
4906,9.86392,208,10160.5,fracture_detected
4907,9.86591,208,20079,step
4907,9.86591,208,20079,fracture_detected
4908,9.8679,208,4704.25,step
4908,9.8679,208,4704.25,fracture_detected
4909,9.86989,208,9665.49,step
4909,9.86989,208,9665.49,fracture_detected
4910,9.87188,208,4709.25,step
4910,9.87188,208,4709.25,fracture_detected
4911,9.87387,208,30017.5,step
4911,9.87387,208,30017.5,fracture_detected
4912,9.87586,208,143649,step
4912,9.87586,208,143649,fracture_detected
4913,9.87785,208,114382,step
4913,9.87785,208,114382,fracture_detected
4914,9.87984,208,20107,step
4914,9.87984,208,20107,fracture_detected
4915,9.88183,208,19607,step
4915,9.88183,208,19607,fracture_detected
4916,9.88382,208,39980,step
4916,9.88382,208,39980,fracture_detected
4917,9.88581,208,10192.5,step
4917,9.88581,208,10192.5,fracture_detected
4918,9.8878,208,148787,step
4918,9.8878,208,148787,fracture_detected
4919,9.88979,208,114174,step
4919,9.88979,208,114174,fracture_detected
4920,9.89178,208,54925.7,step
4920,9.89178,208,54925.7,fracture_detected
4921,9.89377,208,29215.2,step
4921,9.89377,208,29215.2,fracture_detected
4922,9.89576,208,19631,step
4922,9.89576,208,19631,fracture_detected
4923,9.89775,208,64398.2,step
4923,9.89775,208,64398.2,fracture_detected
4924,9.89974,208,241,step
4924,9.89974,208,241,fracture_detected
4925,9.90173,208,29610.5,step
4925,9.90173,208,29610.5,fracture_detected
4926,9.90372,208,89807.5,step
4926,9.90372,208,89807.5,fracture_detected
4927,9.90571,208,74911.7,step
4927,9.90571,208,74911.7,fracture_detected
4928,9.9077,208,159036,step
4928,9.9077,208,159036,fracture_detected
4929,9.90969,208,10194.5,step
4929,9.90969,208,10194.5,fracture_detected
4930,9.91168,208,20159,step
4930,9.91168,208,20159,fracture_detected
4931,9.91367,208,10204.5,step
4931,9.91367,208,10204.5,fracture_detected
4932,9.91566,208,65013.2,step
4932,9.91566,208,65013.2,fracture_detected
4933,9.91765,208,104391,step
4933,9.91765,208,104391,fracture_detected
4934,9.91964,208,15188.7,step
4934,9.91964,208,15188.7,fracture_detected
4935,9.92163,208,4746.25,step
4935,9.92163,208,4746.25,fracture_detected
4936,9.92362,208,85004.2,step
4936,9.92362,208,85004.2,fracture_detected
4937,9.92561,208,255,step
4937,9.92561,208,255,fracture_detected
4938,9.9276,208,14709.7,step
4938,9.9276,208,14709.7,fracture_detected
4939,9.92959,208,252,step
4939,9.92959,208,252,fracture_detected
4940,9.93158,208,94562.7,step
4940,9.93158,208,94562.7,fracture_detected
4941,9.93357,208,25189.2,step
4941,9.93357,208,25189.2,fracture_detected
4942,9.93556,208,15214.7,step
4942,9.93556,208,15214.7,fracture_detected
4943,9.93755,208,85126.2,step
4943,9.93755,208,85126.2,fracture_detected
4944,9.93954,208,144575,step
4944,9.93954,208,144575,fracture_detected
4945,9.94153,208,125110,step
4945,9.94153,208,125110,fracture_detected
4946,9.94352,208,64697.2,step
4946,9.94352,208,64697.2,fracture_detected
4947,9.94551,208,40219,step
4947,9.94551,208,40219,fracture_detected
4948,9.9475,208,34738.7,step
4948,9.9475,208,34738.7,fracture_detected
4949,9.94949,208,25238.2,step
4949,9.94949,208,25238.2,fracture_detected
4950,9.95149,208,29754.5,step
4950,9.95149,208,29754.5,fracture_detected
4951,9.95348,208,10243.5,step
4951,9.95348,208,10243.5,fracture_detected
4952,9.95547,208,85281.2,step
4952,9.95547,208,85281.2,fracture_detected
4953,9.95746,208,49772.4,step
4953,9.95746,208,49772.4,fracture_detected
4954,9.95945,208,24771.2,step
4954,9.95945,208,24771.2,fracture_detected
4955,9.96144,208,30276.5,step
4955,9.96144,208,30276.5,fracture_detected
4956,9.96343,208,64830.2,step
4956,9.96343,208,64830.2,fracture_detected
4957,9.96542,208,75346.7,step
4957,9.96542,208,75346.7,fracture_detected
4958,9.96741,208,60352,step
4958,9.96741,208,60352,fracture_detected
4959,9.9694,208,59846,step
4959,9.9694,208,59846,fracture_detected
4960,9.97139,208,35324.7,step
4960,9.97139,208,35324.7,fracture_detected
4961,9.97338,208,5271.25,step
4961,9.97338,208,5271.25,fracture_detected
4962,9.97537,208,24800.2,step
4962,9.97537,208,24800.2,fracture_detected
4963,9.97736,208,115049,step
4963,9.97736,208,115049,fracture_detected
4964,9.97935,208,65418.2,step
4964,9.97935,208,65418.2,fracture_detected
4965,9.98134,208,60429,step
4965,9.98134,208,60429,fracture_detected
4966,9.98333,208,14790.7,step
4966,9.98333,208,14790.7,fracture_detected
4967,9.98532,208,90055.4,step
4967,9.98532,208,90055.4,fracture_detected
4968,9.98731,208,80528.9,step
4968,9.98731,208,80528.9,fracture_detected
4969,9.9893,208,64997.2,step
4969,9.9893,208,64997.2,fracture_detected
4970,9.99129,208,105665,step
4970,9.99129,208,105665,fracture_detected
4971,9.99328,208,100164,step
4971,9.99328,208,100164,fracture_detected
4972,9.99527,208,5263.25,step
4972,9.99527,208,5263.25,fracture_detected
4973,9.99726,208,5265.25,step
4973,9.99726,208,5265.25,fracture_detected
4974,9.99925,208,49999.5,step
4974,9.99925,208,49999.5,fracture_detected
4975,10.0012,208,5258.25,step
4975,10.0012,208,5258.25,fracture_detected
4976,10.0032,208,85680.2,step
4976,10.0032,208,85680.2,fracture_detected
4977,10.0052,208,15332.8,step
4977,10.0052,208,15332.8,fracture_detected
4978,10.0072,208,4774.25,step
4978,10.0072,208,4774.25,fracture_detected
4979,10.0092,208,39981,step
4979,10.0092,208,39981,fracture_detected
4980,10.0112,208,50547.5,step
4980,10.0112,208,50547.5,fracture_detected
4981,10.0132,208,65151.2,step
4981,10.0132,208,65151.2,fracture_detected
4982,10.0152,208,50564.5,step
4982,10.0152,208,50564.5,fracture_detected
4983,10.0172,208,34980.7,step
4983,10.0172,208,34980.7,fracture_detected
4984,10.0192,208,45553.2,step
4984,10.0192,208,45553.2,fracture_detected
4985,10.0211,208,30465.5,step
4985,10.0211,208,30465.5,fracture_detected
4986,10.0231,208,115574,step
4986,10.0231,208,115574,fracture_detected
4987,10.0251,208,121131,step
4987,10.0251,208,121131,fracture_detected
4988,10.0271,208,10337.5,step
