u,v,color
11,19,1
11,20,1
11,21,1
11,22,0
11,23,1
11,24,0
11,25,2
11,26,0
11,27,2
11,28,1
11,29,0
11,30,2
11,31,2
11,32,0
11,33,2
11,34,0
11,35,1
11,36,0
11,37,1
11,38,0
11,39,2
11,40,2
11,41,2
11,42,0
11,43,0
11,44,1
11,45,1
11,46,1
11,47,2
11,48,2
11,49,2
11,50,2
11,51,1
11,52,1
11,53,2
11,54,0
11,55,0
11,56,0
11,57,0
11,58,1
11,59,2
12,13,1
12,14,0
12,15,2
12,16,1
12,17,0
12,18,0
12,19,2
12,20,2
12,21,2
12,22,0
12,23,2
12,24,1
12,25,0
12,26,1
12,27,0
12,28,0
12,29,2
12,30,2
12,31,1
12,32,1
12,33,2
12,34,2
12,35,1
12,36,0
12,37,1
12,38,1
12,39,1
12,40,1
12,41,2
12,42,2
12,43,1
12,44,0
12,45,0
12,46,1
12,47,1
12,48,2
12,49,2
12,50,0
12,51,0
12,52,2
12,53,2
12,54,2
12,55,1
12,56,1
12,57,0
12,58,2
12,59,1
13,14,0
13,15,2
13,16,1
13,17,2
13,18,1
13,19,1
13,20,0
13,21,0
13,22,2
13,23,1
13,24,2
13,25,2
13,26,2
13,27,1
13,28,0
13,29,2
13,30,0
13,31,1
13,32,1
13,33,0
13,34,0
13,35,0
13,36,1
13,37,2
13,38,0
13,39,2
13,40,0
13,41,1
13,42,0
13,43,1
13,44,2
13,45,2
13,46,0
13,47,2
13,48,0
13,49,0
13,50,1
13,51,0
13,52,2
13,53,1
13,54,2
13,55,1
13,56,2
13,57,0
13,58,2
13,59,2
14,15,0
14,16,2
14,17,0
14,18,1
14,19,1
14,20,1
14,21,1
14,22,1
14,23,1
14,24,2
14,25,0
14,26,2
14,27,0
14,28,0
14,29,0
14,30,0
14,31,2
14,32,0
14,33,0
14,34,1
14,35,1
14,36,0
14,37,0
14,38,2
14,39,2
14,40,0
14,41,2
14,42,1
14,43,1
14,44,1
14,45,2
14,46,0
14,47,0
14,48,2
14,49,0
14,50,1
14,51,0
14,52,0
14,53,1
14,54,1
14,55,2
14,56,1
14,57,2
14,58,1
14,59,0
15,16,1
15,17,0
15,18,1
15,19,0
15,20,0
15,21,1
15,22,1
15,23,2
15,24,2
15,25,0
15,26,2
15,27,2
15,28,0
15,29,2
15,30,2
15,31,0
15,32,2
15,33,1
15,34,0
15,35,1
15,36,1
15,37,0
15,38,2
15,39,0
15,40,2
15,41,0
15,42,0
15,43,0
15,44,2
15,45,2
15,46,1
15,47,1
15,48,2
15,49,1
15,50,1
15,51,1
15,52,0
15,53,2
15,54,2
15,55,1
15,56,2
15,57,0
15,58,1
15,59,1
16,17,1
16,18,0
16,19,0
16,20,2
16,21,0
16,22,0
16,23,1
16,24,1
16,25,0
16,26,0
16,27,2
16,28,0
16,29,2
16,30,1
16,31,2
16,32,0
16,33,2
16,34,2
16,35,2
16,36,1
16,37,0
16,38,2
16,39,2
16,40,0
16,41,2
16,42,1
16,43,1
16,44,0
16,45,1
16,46,0
16,47,2
16,48,0
16,49,2
16,50,2
16,51,2
16,52,1
16,53,2
16,54,1
16,55,0
16,56,1
16,57,2
16,58,1
16,59,2
17,18,1
17,19,1
17,20,2
17,21,2
17,22,1
17,23,2
17,24,0
17,25,1
17,26,0
17,27,2
17,28,0
17,29,1
17,30,1
17,31,2
17,32,0
17,33,1
17,34,2
17,35,1
17,36,2
17,37,1
17,38,0
17,39,2
17,40,0
17,41,1
17,42,2
17,43,0
17,44,0
17,45,2
17,46,2
17,47,1
17,48,1
17,49,0
17,50,0
17,51,2
17,52,0
17,53,0
17,54,2
17,55,0
17,56,1
17,57,2
17,58,1
17,59,0
18,19,0
18,20,0
18,21,2
18,22,1
18,23,0
18,24,1
18,25,1
18,26,1
18,27,2
18,28,0
18,29,2
18,30,0
18,31,2
18,32,0
18,33,2
18,34,2
18,35,1
18,36,0
18,37,1
18,38,2
18,39,2
18,40,0
18,41,0
18,42,1
18,43,2
18,44,2
18,45,0
18,46,1
18,47,2
18,48,1
18,49,1
18,50,0
18,51,1
18,52,2
18,53,0
18,54,2
18,55,2
18,56,2
18,57,2
18,58,2
18,59,2
19,20,2
19,21,2
19,22,0
19,23,1
19,24,2
19,25,1
19,26,1
19,27,0
19,28,0
19,29,2
19,30,2
19,31,2
19,32,2
19,33,0
19,34,1
19,35,0
19,36,2
19,37,1
19,38,0
19,39,2
19,40,0
19,41,0
19,42,1
19,43,0
19,44,0
19,45,2
19,46,2
19,47,1
19,48,1
19,49,1
19,50,2
19,51,0
19,52,2
19,53,1
19,54,1
19,55,2
19,56,2
19,57,1
19,58,0
19,59,0
20,21,1
20,22,2
20,23,2
20,24,0
20,25,1
20,26,1
20,27,0
20,28,0
20,29,0
20,30,2
20,31,1
20,32,2
20,33,0
20,34,1
20,35,2
20,36,0
20,37,1
20,38,2
20,39,2
20,40,0
20,41,1
20,42,0
20,43,2
20,44,2
20,45,1
20,46,1
20,47,1
20,48,1
20,49,0
20,50,0
20,51,2
20,52,1
20,53,0
20,54,0
20,55,2
20,56,2
20,57,2
20,58,2
20,59,1
21,22,1
21,23,0
21,24,0
21,25,0
21,26,2
21,27,2
21,28,2
21,29,0
21,30,1
21,31,2
21,32,1
21,33,1
21,34,1
21,35,1
21,36,1
21,37,1
21,38,0
21,39,2
21,40,0
21,41,2
21,42,0
21,43,1
21,44,1
21,45,2
21,46,0
21,47,2
21,48,0
21,49,2
21,50,0
21,51,1
21,52,0
21,53,0
21,54,2
21,55,1
21,56,0
21,57,1
21,58,0
21,59,0
22,23,2
22,24,0
22,25,2
22,26,2
22,27,0
22,28,1
22,29,2
22,30,2
22,31,0
22,32,2
22,33,0
22,34,0
22,35,0
22,36,0
22,37,1
22,38,1
22,39,2
22,40,2
22,41,2
22,42,0
22,43,2
22,44,2
22,45,1
22,46,0
22,47,0
22,48,0
22,49,1
22,50,0
22,51,1
22,52,2
22,53,2
22,54,0
22,55,0
22,56,1
22,57,2
22,58,1
22,59,1
23,24,2
23,25,0
23,26,2
23,27,0
23,28,1
23,29,1
23,30,0
23,31,1
23,32,0
23,33,0
23,34,2
23,35,1
23,36,2
23,37,2
23,38,2
23,39,2
23,40,2
23,41,1
23,42,0
23,43,2
23,44,0
23,45,2
23,46,2
23,47,0
23,48,0
23,49,0
23,50,1
23,51,1
23,52,0
23,53,2
23,54,0
23,55,1
23,56,0
23,57,0
23,58,1
23,59,0
24,25,1
24,26,2
24,27,1
24,28,2
24,29,1
24,30,2
24,31,2
24,32,0
24,33,2
24,34,1
24,35,0
24,36,2
24,37,0
24,38,1
24,39,1
24,40,2
24,41,1
24,42,0
24,43,2
24,44,1
24,45,1
24,46,0
24,47,2
24,48,2
24,49,0
24,50,1
24,51,0
24,52,0
24,53,1
24,54,2
24,55,2
24,56,1
24,57,2
24,58,1
24,59,1
25,26,0
25,27,0
25,28,0
25,29,2
25,30,0
25,31,1
25,32,0
25,33,2
25,34,2
25,35,1
25,36,2
25,37,1
25,38,2
25,39,2
25,40,1
25,41,2
25,42,1
25,43,0
25,44,2
25,45,2
25,46,1
25,47,0
25,48,2
25,49,0
25,50,1
25,51,1
25,52,0
25,53,2
25,54,0
25,55,0
25,56,1
25,57,0
25,58,2
25,59,1
26,27,1
26,28,1
26,29,1
26,30,1
26,31,2
26,32,2
26,33,0
26,34,0
26,35,2
26,36,1
26,37,0
26,38,2
26,39,2
26,40,1
26,41,2
26,42,1
26,43,2
26,44,0
26,45,1
26,46,1
26,47,1
26,48,0
26,49,2
26,50,0
26,51,2
26,52,2
26,53,1
26,54,0
26,55,1
26,56,2
26,57,1
26,58,2
26,59,2
27,28,2
27,29,2
27,30,1
27,31,0
27,32,0
27,33,0
27,34,0
27,35,2
27,36,0
27,37,1
27,38,1
27,39,2
27,40,1
27,41,2
27,42,1
27,43,1
27,44,1
27,45,0
27,46,0
27,47,2
27,48,0
27,49,1
27,50,2
27,51,1
27,52,2
27,53,0
27,54,1
27,55,2
27,56,1
27,57,1
27,58,1
27,59,2
28,29,0
28,30,2
28,31,2
28,32,2
28,33,2
28,34,1
28,35,0
28,36,1
28,37,0
28,38,1
28,39,0
28,40,1
28,41,1
28,42,0
28,43,2
28,44,2
28,45,2
28,46,2
28,47,2
28,48,1
28,49,2
28,50,1
28,51,1
28,52,2
28,53,0
28,54,1
28,55,1
28,56,0
28,57,0
28,58,2
28,59,1
29,30,1
29,31,0
29,32,0
29,33,2
29,34,0
29,35,0
29,36,0
29,37,1
29,38,2
29,39,0
29,40,2
29,41,2
29,42,1
29,43,1
29,44,0
29,45,2
29,46,0
29,47,1
29,48,0
29,49,0
29,50,0
29,51,1
29,52,1
29,53,1
29,54,1
29,55,1
29,56,2
29,57,0
29,58,0
29,59,1
30,31,1
30,32,2
30,33,0
30,34,2
30,35,1
30,36,2
30,37,1
30,38,1
30,39,0
30,40,2
30,41,2
30,42,2
30,43,2
30,44,1
30,45,0
30,46,1
30,47,2
30,48,1
30,49,2
30,50,2
30,51,2
30,52,0
30,53,1
30,54,1
30,55,0
30,56,0
30,57,0
30,58,2
30,59,2
31,32,0
31,33,0
31,34,2
31,35,2
31,36,1
31,37,2
31,38,0
31,39,0
31,40,2
31,41,1
31,42,0
31,43,2
31,44,1
31,45,0
31,46,1
31,47,2
31,48,1
31,49,1
31,50,2
31,51,1
31,52,0
31,53,1
31,54,0
31,55,1
31,56,2
31,57,0
31,58,0
31,59,1
32,33,1
32,34,2
32,35,0
32,36,1
32,37,0
32,38,0
32,39,0
32,40,2
32,41,0
32,42,0
32,43,1
32,44,0
32,45,0
32,46,2
32,47,1
32,48,0
32,49,1
32,50,1
32,51,1
32,52,2
32,53,2
32,54,1
32,55,1
32,56,1
32,57,0
32,58,0
32,59,1
33,34,1
33,35,2
33,36,1
33,37,1
33,38,1
33,39,1
33,40,2
33,41,1
33,42,2
33,43,2
33,44,1
33,45,1
33,46,0
33,47,2
33,48,2
33,49,2
33,50,0
33,51,2
33,52,2
33,53,1
33,54,2
33,55,0
33,56,1
33,57,1
33,58,0
33,59,0
34,35,2
34,36,2
34,37,0
34,38,2
34,39,1
34,40,2
34,41,2
34,42,2
34,43,1
34,44,0
34,45,2
34,46,1
34,47,2
34,48,1
34,49,1
34,50,0
34,51,1
34,52,0
34,53,0
34,54,1
34,55,0
34,56,1
34,57,0
34,58,0
34,59,0
35,36,1
35,37,2
35,38,1
35,39,1
35,40,2
35,41,1
35,42,2
35,43,0
35,44,2
35,45,2
35,46,2
35,47,1
35,48,1
35,49,2
35,50,2
35,51,0
35,52,1
35,53,0
35,54,2
35,55,0
35,56,0
35,57,2
35,58,0
35,59,1
36,37,2
36,38,1
36,39,0
36,40,0
36,41,0
36,42,1
36,43,2
36,44,1
36,45,1
36,46,2
36,47,1
36,48,1
36,49,1
36,50,0
36,51,1
36,52,0
36,53,1
36,54,0
36,55,0
36,56,2
36,57,0
36,58,1
36,59,1
37,38,1
37,39,1
37,40,1
37,41,2
37,42,1
37,43,2
37,44,2
37,45,0
37,46,0
37,47,2
37,48,1
37,49,2
37,50,0
37,51,2
37,52,2
37,53,1
37,54,2
37,55,0
37,56,2
37,57,2
37,58,1
37,59,0
38,39,0
38,40,0
38,41,1
38,42,1
38,43,0
38,44,1
38,45,2
38,46,1
38,47,2
38,48,2
38,49,2
38,50,2
38,51,0
38,52,1
38,53,0
38,54,2
38,55,2
38,56,0
38,57,1
38,58,1
38,59,2
39,40,1
39,41,1
39,42,2
39,43,1
39,44,0
39,45,0
39,46,2
39,47,0
39,48,1
39,49,1
39,50,1
39,51,0
39,52,0
39,53,0
39,54,0
39,55,2
39,56,1
39,57,1
39,58,1
39,59,0
40,41,2
40,42,2
40,43,2
40,44,0
40,45,0
40,46,0
40,47,2
40,48,0
40,49,1
40,50,1
40,51,2
40,52,0
40,53,2
40,54,0
40,55,2
40,56,2
40,57,0
40,58,2
40,59,0
41,42,1
41,43,1
41,44,2
41,45,1
41,46,0
41,47,0
41,48,2
41,49,2
41,50,0
41,51,1
41,52,1
41,53,1
41,54,0
41,55,2
41,56,2
41,57,2
41,58,0
41,59,0
42,43,0
42,44,2
42,45,1
42,46,2
42,47,1
42,48,0
42,49,0
42,50,1
42,51,1
42,52,0
42,53,1
42,54,0
42,55,0
42,56,0
42,57,1
42,58,0
42,59,1
43,44,0
43,45,2
43,46,0
43,47,1
43,48,2
43,49,2
43,50,0
43,51,2
43,52,1
43,53,0
43,54,2
43,55,2
43,56,0
43,57,2
43,58,1
43,59,1
44,45,2
44,46,1
44,47,1
44,48,2
44,49,1
44,50,1
44,51,0
44,52,1
44,53,2
44,54,2
44,55,0
44,56,2
44,57,2
44,58,0
44,59,1
45,46,1
45,47,0
45,48,0
45,49,0
45,50,0
45,51,1
45,52,2
45,53,0
45,54,1
45,55,2
45,56,1
45,57,1
45,58,2
45,59,1
46,47,2
46,48,1
46,49,2
46,50,0
46,51,0
46,52,1
46,53,2
46,54,0
46,55,1
46,56,1
46,57,1
46,58,0
46,59,2
47,48,1
47,49,2
47,50,2
47,51,2
47,52,1
47,53,0
47,54,0
47,55,0
47,56,2
47,57,0
47,58,1
47,59,2
48,49,0
48,50,2
48,51,0
48,52,1
48,53,2
48,54,1
48,55,0
48,56,2
48,57,1
48,58,0
48,59,0
49,50,1
49,51,0
49,52,1
49,53,0
49,54,0
49,55,0
49,56,2
49,57,1
49,58,1
49,59,0
50,51,2
50,52,2
50,53,2
50,54,1
50,55,0
50,56,0
50,57,2
50,58,2
50,59,0
51,52,1
51,53,2
51,54,0
51,55,0
51,56,2
51,57,0
51,58,1
51,59,0
52,53,1
52,54,0
52,55,1
52,56,1
52,57,2
52,58,1
52,59,1
53,54,0
53,55,2
53,56,0
53,57,0
53,58,2
53,59,0
54,55,1
54,56,1
54,57,1
54,58,0
54,59,2
55,56,2
55,57,1
55,58,0
55,59,1
56,57,0
56,58,0
56,59,2
57,58,1
57,59,1
58,59,0
